mun_id;ano;Valor;Sexo;faixa_id
3550506;2021;31;Mulheres;85 a 89
3550605;2021;336;Mulheres;85 a 89
3550704;2021;207;Mulheres;85 a 89
3550803;2021;47;Mulheres;85 a 89
3550902;2021;73;Mulheres;85 a 89
3551009;2021;1.292;Mulheres;85 a 89
3551108;2021;36;Mulheres;85 a 89
3551207;2021;15;Mulheres;85 a 89
3551306;2021;17;Mulheres;85 a 89
3551405;2021;31;Mulheres;85 a 89
3551504;2021;107;Mulheres;85 a 89
3551603;2021;163;Mulheres;85 a 89
3551702;2021;380;Mulheres;85 a 89
3551801;2021;49;Mulheres;85 a 89
3551900;2021;50;Mulheres;85 a 89
3552007;2021;28;Mulheres;85 a 89
3552106;2021;203;Mulheres;85 a 89
3552205;2021;2.230;Mulheres;85 a 89
3552304;2021;31;Mulheres;85 a 89
3552403;2021;678;Mulheres;85 a 89
3552502;2021;725;Mulheres;85 a 89
3552551;2021;14;Mulheres;85 a 89
3552601;2021;61;Mulheres;85 a 89
3552700;2021;57;Mulheres;85 a 89
3552809;2021;649;Mulheres;85 a 89
3552908;2021;25;Mulheres;85 a 89
3553005;2021;37;Mulheres;85 a 89
3553104;2021;31;Mulheres;85 a 89
3553203;2021;31;Mulheres;85 a 89
3553302;2021;101;Mulheres;85 a 89
3553401;2021;131;Mulheres;85 a 89
3553500;2021;29;Mulheres;85 a 89
3553609;2021;56;Mulheres;85 a 89
3553658;2021;12;Mulheres;85 a 89
3553708;2021;247;Mulheres;85 a 89
3553807;2021;84;Mulheres;85 a 89
3553856;2021;14;Mulheres;85 a 89
3553906;2021;26;Mulheres;85 a 89
3553955;2021;41;Mulheres;85 a 89
3554003;2021;421;Mulheres;85 a 89
3554102;2021;1.107;Mulheres;85 a 89
3554201;2021;19;Mulheres;85 a 89
3554300;2021;67;Mulheres;85 a 89
3554409;2021;37;Mulheres;85 a 89
3554508;2021;168;Mulheres;85 a 89
3554607;2021;14;Mulheres;85 a 89
3554656;2021;12;Mulheres;85 a 89
3554706;2021;50;Mulheres;85 a 89
3554755;2021;7;Mulheres;85 a 89
3554805;2021;143;Mulheres;85 a 89
3554904;2021;34;Mulheres;85 a 89
3554953;2021;33;Mulheres;85 a 89
3555000;2021;382;Mulheres;85 a 89
3555109;2021;88;Mulheres;85 a 89
3555208;2021;15;Mulheres;85 a 89
3555307;2021;13;Mulheres;85 a 89
3555356;2021;15;Mulheres;85 a 89
3555406;2021;246;Mulheres;85 a 89
3555505;2021;20;Mulheres;85 a 89
3555604;2021;56;Mulheres;85 a 89
3555703;2021;7;Mulheres;85 a 89
3555802;2021;51;Mulheres;85 a 89
3555901;2021;6;Mulheres;85 a 89
3556008;2021;77;Mulheres;85 a 89
3556107;2021;47;Mulheres;85 a 89
3556206;2021;470;Mulheres;85 a 89
3556305;2021;80;Mulheres;85 a 89
3556354;2021;41;Mulheres;85 a 89
3556404;2021;166;Mulheres;85 a 89
3556453;2021;129;Mulheres;85 a 89
3556503;2021;277;Mulheres;85 a 89
3556602;2021;59;Mulheres;85 a 89
3556701;2021;263;Mulheres;85 a 89
3556800;2021;78;Mulheres;85 a 89
3556909;2021;27;Mulheres;85 a 89
3556958;2021;9;Mulheres;85 a 89
3557006;2021;337;Mulheres;85 a 89
3557105;2021;433;Mulheres;85 a 89
3557154;2021;14;Mulheres;85 a 89
3557204;2021;53;Mulheres;85 a 89
3557303;2021;32;Mulheres;85 a 89
3500105;2021;164;Mulheres;90 e +
3500204;2021;8;Mulheres;90 e +
3500303;2021;72;Mulheres;90 e +
3500402;2021;38;Mulheres;90 e +
3500501;2021;62;Mulheres;90 e +
3500550;2021;17;Mulheres;90 e +
3500600;2021;22;Mulheres;90 e +
3500709;2021;86;Mulheres;90 e +
3500758;2021;11;Mulheres;90 e +
3500808;2021;21;Mulheres;90 e +
3500907;2021;9;Mulheres;90 e +
3501004;2021;51;Mulheres;90 e +
3501103;2021;22;Mulheres;90 e +
3501152;2021;34;Mulheres;90 e +
3501202;2021;18;Mulheres;90 e +
3501301;2021;70;Mulheres;90 e +
3501400;2021;9;Mulheres;90 e +
3501509;2021;9;Mulheres;90 e +
3501608;2021;664;Mulheres;90 e +
3501707;2021;55;Mulheres;90 e +
3501806;2021;27;Mulheres;90 e +
3501905;2021;251;Mulheres;90 e +
3502002;2021;16;Mulheres;90 e +
3502101;2021;201;Mulheres;90 e +
3502200;2021;54;Mulheres;90 e +
3502309;2021;17;Mulheres;90 e +
3502408;2021;12;Mulheres;90 e +
3502507;2021;92;Mulheres;90 e +
3502606;2021;21;Mulheres;90 e +
3502705;2021;55;Mulheres;90 e +
3502754;2021;23;Mulheres;90 e +
3502804;2021;634;Mulheres;90 e +
3502903;2021;71;Mulheres;90 e +
3503000;2021;18;Mulheres;90 e +
3503109;2021;17;Mulheres;90 e +
3503158;2021;9;Mulheres;90 e +
3503208;2021;719;Mulheres;90 e +
3503307;2021;359;Mulheres;90 e +
3503356;2021;9;Mulheres;90 e +
3503406;2021;36;Mulheres;90 e +
3503505;2021;10;Mulheres;90 e +
3503604;2021;20;Mulheres;90 e +
3503703;2021;24;Mulheres;90 e +
3503802;2021;96;Mulheres;90 e +
3503901;2021;108;Mulheres;90 e +
3503950;2021;9;Mulheres;90 e +
3504008;2021;345;Mulheres;90 e +
3504107;2021;399;Mulheres;90 e +
3504206;2021;57;Mulheres;90 e +
3504305;2021;14;Mulheres;90 e +
3504404;2021;23;Mulheres;90 e +
3504503;2021;245;Mulheres;90 e +
3504602;2021;42;Mulheres;90 e +
3504701;2021;5;Mulheres;90 e +
3504800;2021;38;Mulheres;90 e +
3504909;2021;36;Mulheres;90 e +
3505005;2021;10;Mulheres;90 e +
3505104;2021;19;Mulheres;90 e +
3505203;2021;132;Mulheres;90 e +
3505302;2021;117;Mulheres;90 e +
3505351;2021;14;Mulheres;90 e +
3505401;2021;26;Mulheres;90 e +
3505500;2021;372;Mulheres;90 e +
3505609;2021;45;Mulheres;90 e +
3505708;2021;250;Mulheres;90 e +
3505807;2021;64;Mulheres;90 e +
3505906;2021;197;Mulheres;90 e +
3506003;2021;1.160;Mulheres;90 e +
3506102;2021;250;Mulheres;90 e +
3506201;2021;9;Mulheres;90 e +
3506300;2021;54;Mulheres;90 e +
3506359;2021;64;Mulheres;90 e +
3506409;2021;31;Mulheres;90 e +
3506508;2021;338;Mulheres;90 e +
3506607;2021;61;Mulheres;90 e +
3506706;2021;30;Mulheres;90 e +
3506805;2021;33;Mulheres;90 e +
3506904;2021;31;Mulheres;90 e +
3507001;2021;103;Mulheres;90 e +
3507100;2021;41;Mulheres;90 e +
3507159;2021;5;Mulheres;90 e +
3507209;2021;1;Mulheres;90 e +
3507308;2021;11;Mulheres;90 e +
3507407;2021;53;Mulheres;90 e +
3507456;2021;7;Mulheres;90 e +
3507506;2021;437;Mulheres;90 e +
3507605;2021;405;Mulheres;90 e +
3507704;2021;27;Mulheres;90 e +
3507753;2021;9;Mulheres;90 e +
3507803;2021;69;Mulheres;90 e +
3507902;2021;71;Mulheres;90 e +
3508009;2021;39;Mulheres;90 e +
3508108;2021;44;Mulheres;90 e +
3508207;2021;13;Mulheres;90 e +
3508306;2021;10;Mulheres;90 e +
3508405;2021;63;Mulheres;90 e +
3508504;2021;207;Mulheres;90 e +
3508603;2021;88;Mulheres;90 e +
3508702;2021;60;Mulheres;90 e +
3508801;2021;62;Mulheres;90 e +
3508900;2021;17;Mulheres;90 e +
3509007;2021;116;Mulheres;90 e +
3509106;2021;19;Mulheres;90 e +
3509205;2021;85;Mulheres;90 e +
3509254;2021;68;Mulheres;90 e +
3509304;2021;37;Mulheres;90 e +
3509403;2021;74;Mulheres;90 e +
3509452;2021;14;Mulheres;90 e +
3509502;2021;3.324;Mulheres;90 e +
3509601;2021;132;Mulheres;90 e +
3509700;2021;71;Mulheres;90 e +
3509809;2021;16;Mulheres;90 e +
3509908;2021;36;Mulheres;90 e +
3509957;2021;9;Mulheres;90 e +
3510005;2021;103;Mulheres;90 e +
3510104;2021;9;Mulheres;90 e +
3510153;2021;7;Mulheres;90 e +
3510203;2021;110;Mulheres;90 e +
3510302;2021;29;Mulheres;90 e +
3510401;2021;121;Mulheres;90 e +
3510500;2021;230;Mulheres;90 e +
3510609;2021;535;Mulheres;90 e +
3510708;2021;50;Mulheres;90 e +
3510807;2021;93;Mulheres;90 e +
3510906;2021;10;Mulheres;90 e +
3511003;2021;53;Mulheres;90 e +
3511102;2021;433;Mulheres;90 e +
3511201;2021;19;Mulheres;90 e +
3511300;2021;37;Mulheres;90 e +
3511409;2021;57;Mulheres;90 e +
3511508;2021;112;Mulheres;90 e +
3511607;2021;32;Mulheres;90 e +
3511706;2021;35;Mulheres;90 e +
3511904;2021;19;Mulheres;90 e +
3512001;2021;53;Mulheres;90 e +
3512100;2021;11;Mulheres;90 e +
3512209;2021;58;Mulheres;90 e +
3512308;2021;59;Mulheres;90 e +
3512407;2021;59;Mulheres;90 e +
3512506;2021;16;Mulheres;90 e +
3512605;2021;14;Mulheres;90 e +
3512704;2021;12;Mulheres;90 e +
3512803;2021;126;Mulheres;90 e +
3512902;2021;31;Mulheres;90 e +
3513009;2021;289;Mulheres;90 e +
3513108;2021;86;Mulheres;90 e +
3513207;2021;21;Mulheres;90 e +
3513306;2021;9;Mulheres;90 e +
3513405;2021;215;Mulheres;90 e +
3513504;2021;195;Mulheres;90 e +
3513603;2021;69;Mulheres;90 e +
3513702;2021;112;Mulheres;90 e +
3513801;2021;476;Mulheres;90 e +
3513850;2021;9;Mulheres;90 e +
3513900;2021;37;Mulheres;90 e +
3514007;2021;17;Mulheres;90 e +
3514106;2021;80;Mulheres;90 e +
3514205;2021;11;Mulheres;90 e +
3514304;2021;31;Mulheres;90 e +
3514403;2021;193;Mulheres;90 e +
3514502;2021;54;Mulheres;90 e +
3514601;2021;20;Mulheres;90 e +
3514700;2021;24;Mulheres;90 e +
3514809;2021;45;Mulheres;90 e +
3514908;2021;36;Mulheres;90 e +
3514924;2021;11;Mulheres;90 e +
3514957;2021;8;Mulheres;90 e +
3515004;2021;246;Mulheres;90 e +
3515103;2021;111;Mulheres;90 e +
3515129;2021;10;Mulheres;90 e +
3515152;2021;30;Mulheres;90 e +
3515186;2021;135;Mulheres;90 e +
3515194;2021;9;Mulheres;90 e +
3515202;2021;28;Mulheres;90 e +
3515301;2021;7;Mulheres;90 e +
3515350;2021;31;Mulheres;90 e +
3515400;2021;56;Mulheres;90 e +
3515509;2021;286;Mulheres;90 e +
3515608;2021;25;Mulheres;90 e +
3515657;2021;5;Mulheres;90 e +
3515707;2021;205;Mulheres;90 e +
3515806;2021;10;Mulheres;90 e +
3515905;2021;18;Mulheres;90 e +
3516002;2021;38;Mulheres;90 e +
3516101;2021;6;Mulheres;90 e +
3516200;2021;805;Mulheres;90 e +
3516309;2021;161;Mulheres;90 e +
3516408;2021;142;Mulheres;90 e +
3516507;2021;13;Mulheres;90 e +
3516606;2021;25;Mulheres;90 e +
3516705;2021;153;Mulheres;90 e +
3516804;2021;14;Mulheres;90 e +
3516853;2021;9;Mulheres;90 e +
3516903;2021;36;Mulheres;90 e +
3517000;2021;36;Mulheres;90 e +
3517109;2021;17;Mulheres;90 e +
3517208;2021;30;Mulheres;90 e +
3517307;2021;22;Mulheres;90 e +
3517406;2021;98;Mulheres;90 e +
3517505;2021;57;Mulheres;90 e +
3517604;2021;48;Mulheres;90 e +
3517703;2021;44;Mulheres;90 e +
3517802;2021;39;Mulheres;90 e +
3517901;2021;28;Mulheres;90 e +
3518008;2021;11;Mulheres;90 e +
3518107;2021;15;Mulheres;90 e +
3518206;2021;119;Mulheres;90 e +
3518305;2021;54;Mulheres;90 e +
3518404;2021;327;Mulheres;90 e +
3518503;2021;33;Mulheres;90 e +
3518602;2021;78;Mulheres;90 e +
3518701;2021;534;Mulheres;90 e +
3518800;2021;1.862;Mulheres;90 e +
3518859;2021;12;Mulheres;90 e +
3518909;2021;15;Mulheres;90 e +
3519006;2021;29;Mulheres;90 e +
3519055;2021;20;Mulheres;90 e +
3519071;2021;299;Mulheres;90 e +
3519105;2021;36;Mulheres;90 e +
3519204;2021;25;Mulheres;90 e +
3519253;2021;3;Mulheres;90 e +
3519303;2021;59;Mulheres;90 e +
3519402;2021;49;Mulheres;90 e +
3519501;2021;20;Mulheres;90 e +
3519600;2021;160;Mulheres;90 e +
3519709;2021;152;Mulheres;90 e +
3519808;2021;19;Mulheres;90 e +
3519907;2021;32;Mulheres;90 e +
3520004;2021;52;Mulheres;90 e +
3520103;2021;103;Mulheres;90 e +
3520202;2021;22;Mulheres;90 e +
3520301;2021;114;Mulheres;90 e +
3520400;2021;54;Mulheres;90 e +
3520426;2021;25;Mulheres;90 e +
3520442;2021;74;Mulheres;90 e +
3520509;2021;491;Mulheres;90 e +
3520608;2021;18;Mulheres;90 e +
3520707;2021;19;Mulheres;90 e +
3520806;2021;16;Mulheres;90 e +
3520905;2021;43;Mulheres;90 e +
3521002;2021;49;Mulheres;90 e +
3521101;2021;16;Mulheres;90 e +
3521150;2021;16;Mulheres;90 e +
3521200;2021;12;Mulheres;90 e +
3521309;2021;27;Mulheres;90 e +
3521408;2021;57;Mulheres;90 e +
3521507;2021;21;Mulheres;90 e +
3521606;2021;36;Mulheres;90 e +
3521705;2021;50;Mulheres;90 e +
3521804;2021;49;Mulheres;90 e +
3521903;2021;62;Mulheres;90 e +
3522000;2021;10;Mulheres;90 e +
3522109;2021;266;Mulheres;90 e +
3522158;2021;13;Mulheres;90 e +
3522208;2021;155;Mulheres;90 e +
3522307;2021;357;Mulheres;90 e +
3522406;2021;174;Mulheres;90 e +
3522505;2021;191;Mulheres;90 e +
3522604;2021;232;Mulheres;90 e +
3522653;2021;5;Mulheres;90 e +
3522703;2021;150;Mulheres;90 e +
3522802;2021;43;Mulheres;90 e +
3522901;2021;34;Mulheres;90 e +
3523008;2021;14;Mulheres;90 e +
3523107;2021;318;Mulheres;90 e +
3523206;2021;125;Mulheres;90 e +
3523305;2021;51;Mulheres;90 e +
3523404;2021;267;Mulheres;90 e +
3523503;2021;41;Mulheres;90 e +
3523602;2021;39;Mulheres;90 e +
3523701;2021;16;Mulheres;90 e +
3523800;2021;22;Mulheres;90 e +
3523909;2021;343;Mulheres;90 e +
3524006;2021;75;Mulheres;90 e +
3524105;2021;128;Mulheres;90 e +
3524204;2021;23;Mulheres;90 e +
3524303;2021;243;Mulheres;90 e +
3524402;2021;472;Mulheres;90 e +
3524501;2021;11;Mulheres;90 e +
3524600;2021;45;Mulheres;90 e +
3524709;2021;113;Mulheres;90 e +
3524808;2021;186;Mulheres;90 e +
3524907;2021;15;Mulheres;90 e +
3525003;2021;101;Mulheres;90 e +
3525102;2021;95;Mulheres;90 e +
3525201;2021;52;Mulheres;90 e +
3525300;2021;420;Mulheres;90 e +
3525409;2021;7;Mulheres;90 e +
3525508;2021;43;Mulheres;90 e +
3525607;2021;10;Mulheres;90 e +
3525706;2021;106;Mulheres;90 e +
3525805;2021;12;Mulheres;90 e +
3525854;2021;12;Mulheres;90 e +
3525904;2021;1.269;Mulheres;90 e +
3526001;2021;80;Mulheres;90 e +
3526100;2021;56;Mulheres;90 e +
3526209;2021;52;Mulheres;90 e +
3526308;2021;24;Mulheres;90 e +
3526407;2021;88;Mulheres;90 e +
3526506;2021;24;Mulheres;90 e +
3526605;2021;9;Mulheres;90 e +
3526704;2021;212;Mulheres;90 e +
3526803;2021;146;Mulheres;90 e +
3526902;2021;735;Mulheres;90 e +
3527009;2021;26;Mulheres;90 e +
3527108;2021;256;Mulheres;90 e +
3527207;2021;229;Mulheres;90 e +
3527256;2021;7;Mulheres;90 e +
3527306;2021;66;Mulheres;90 e +
3527405;2021;76;Mulheres;90 e +
3527504;2021;5;Mulheres;90 e +
3527603;2021;18;Mulheres;90 e +
3527702;2021;17;Mulheres;90 e +
3527801;2021;9;Mulheres;90 e +
3527900;2021;11;Mulheres;90 e +
3528007;2021;45;Mulheres;90 e +
3528106;2021;40;Mulheres;90 e +
3528205;2021;14;Mulheres;90 e +
3528304;2021;15;Mulheres;90 e +
3528403;2021;86;Mulheres;90 e +
3528502;2021;126;Mulheres;90 e +
3528601;2021;34;Mulheres;90 e +
3528700;2021;12;Mulheres;90 e +
3528809;2021;35;Mulheres;90 e +
3528858;2021;7;Mulheres;90 e +
3528908;2021;16;Mulheres;90 e +
3529005;2021;765;Mulheres;90 e +
3529104;2021;5;Mulheres;90 e +
3529203;2021;84;Mulheres;90 e +
3529302;2021;203;Mulheres;90 e +
3529401;2021;662;Mulheres;90 e +
3529500;2021;21;Mulheres;90 e +
3529609;2021;19;Mulheres;90 e +
3529658;2021;7;Mulheres;90 e +
3529708;2021;41;Mulheres;90 e +
3529807;2021;32;Mulheres;90 e +
3529906;2021;52;Mulheres;90 e +
3530003;2021;7;Mulheres;90 e +
3530102;2021;100;Mulheres;90 e +
3530201;2021;70;Mulheres;90 e +
3530300;2021;176;Mulheres;90 e +
3530409;2021;16;Mulheres;90 e +
3530508;2021;204;Mulheres;90 e +
3530607;2021;872;Mulheres;90 e +
3530706;2021;330;Mulheres;90 e +
3530805;2021;261;Mulheres;90 e +
3530904;2021;8;Mulheres;90 e +
3531001;2021;8;Mulheres;90 e +
3531100;2021;134;Mulheres;90 e +
3531209;2021;31;Mulheres;90 e +
3531308;2021;172;Mulheres;90 e +
3531407;2021;96;Mulheres;90 e +
3531506;2021;64;Mulheres;90 e +
3531605;2021;19;Mulheres;90 e +
3531704;2021;15;Mulheres;90 e +
3531803;2021;86;Mulheres;90 e +
3531902;2021;50;Mulheres;90 e +
3532009;2021;27;Mulheres;90 e +
3532058;2021;12;Mulheres;90 e +
3532108;2021;20;Mulheres;90 e +
3532157;2021;8;Mulheres;90 e +
3532207;2021;8;Mulheres;90 e +
3532306;2021;30;Mulheres;90 e +
3532405;2021;53;Mulheres;90 e +
3532504;2021;43;Mulheres;90 e +
3532603;2021;48;Mulheres;90 e +
3532702;2021;10;Mulheres;90 e +
3532801;2021;25;Mulheres;90 e +
3532827;2021;12;Mulheres;90 e +
3532843;2021;14;Mulheres;90 e +
3532868;2021;5;Mulheres;90 e +
3532900;2021;22;Mulheres;90 e +
3533007;2021;67;Mulheres;90 e +
3533106;2021;10;Mulheres;90 e +
3533205;2021;9;Mulheres;90 e +
3533254;2021;11;Mulheres;90 e +
3533304;2021;10;Mulheres;90 e +
3533403;2021;113;Mulheres;90 e +
3533502;2021;130;Mulheres;90 e +
3533601;2021;21;Mulheres;90 e +
3533700;2021;13;Mulheres;90 e +
3533809;2021;9;Mulheres;90 e +
3533908;2021;179;Mulheres;90 e +
3534005;2021;9;Mulheres;90 e +
3534104;2021;29;Mulheres;90 e +
3534203;2021;14;Mulheres;90 e +
3534302;2021;108;Mulheres;90 e +
3534401;2021;1.207;Mulheres;90 e +
3534500;2021;10;Mulheres;90 e +
3534609;2021;139;Mulheres;90 e +
3534708;2021;316;Mulheres;90 e +
3534757;2021;25;Mulheres;90 e +
3534807;2021;28;Mulheres;90 e +
3534906;2021;61;Mulheres;90 e +
3535002;2021;52;Mulheres;90 e +
3535101;2021;18;Mulheres;90 e +
3535200;2021;46;Mulheres;90 e +
3535309;2021;80;Mulheres;90 e +
3535408;2021;36;Mulheres;90 e +
3535507;2021;121;Mulheres;90 e +
3535606;2021;55;Mulheres;90 e +
3535705;2021;24;Mulheres;90 e +
3535804;2021;42;Mulheres;90 e +
3535903;2021;15;Mulheres;90 e +
3536000;2021;48;Mulheres;90 e +
3536109;2021;17;Mulheres;90 e +
3536208;2021;52;Mulheres;90 e +
3536257;2021;8;Mulheres;90 e +
3536307;2021;33;Mulheres;90 e +
3536406;2021;14;Mulheres;90 e +
3536505;2021;146;Mulheres;90 e +
3536570;2021;5;Mulheres;90 e +
3536604;2021;26;Mulheres;90 e +
3536703;2021;109;Mulheres;90 e +
3536802;2021;18;Mulheres;90 e +
3536901;2021;9;Mulheres;90 e +
3537008;2021;38;Mulheres;90 e +
3537107;2021;121;Mulheres;90 e +
3537156;2021;8;Mulheres;90 e +
3537206;2021;31;Mulheres;90 e +
3537305;2021;220;Mulheres;90 e +
3537404;2021;87;Mulheres;90 e +
3537503;2021;21;Mulheres;90 e +
3537602;2021;203;Mulheres;90 e +
3537701;2021;20;Mulheres;90 e +
3537800;2021;142;Mulheres;90 e +
3537909;2021;67;Mulheres;90 e +
3538006;2021;285;Mulheres;90 e +
3538105;2021;50;Mulheres;90 e +
3538204;2021;49;Mulheres;90 e +
3538303;2021;14;Mulheres;90 e +
3538501;2021;39;Mulheres;90 e +
3538600;2021;72;Mulheres;90 e +
3538709;2021;1.064;Mulheres;90 e +
3538808;2021;96;Mulheres;90 e +
3538907;2021;79;Mulheres;90 e +
3539004;2021;38;Mulheres;90 e +
3539103;2021;18;Mulheres;90 e +
3539202;2021;84;Mulheres;90 e +
3539301;2021;239;Mulheres;90 e +
3539400;2021;41;Mulheres;90 e +
3539509;2021;84;Mulheres;90 e +
3539608;2021;15;Mulheres;90 e +
3539707;2021;7;Mulheres;90 e +
3539806;2021;165;Mulheres;90 e +
3539905;2021;30;Mulheres;90 e +
3540002;2021;67;Mulheres;90 e +
3540101;2021;16;Mulheres;90 e +
3540200;2021;66;Mulheres;90 e +
3540259;2021;10;Mulheres;90 e +
3540309;2021;11;Mulheres;90 e +
3540408;2021;20;Mulheres;90 e +
3540507;2021;31;Mulheres;90 e +
3540606;2021;125;Mulheres;90 e +
3540705;2021;171;Mulheres;90 e +
3540754;2021;19;Mulheres;90 e +
3540804;2021;65;Mulheres;90 e +
3540853;2021;4;Mulheres;90 e +
3540903;2021;37;Mulheres;90 e +
3541000;2021;750;Mulheres;90 e +
3541059;2021;9;Mulheres;90 e +
3541109;2021;16;Mulheres;90 e +
3541208;2021;70;Mulheres;90 e +
3541307;2021;120;Mulheres;90 e +
3541406;2021;714;Mulheres;90 e +
3541505;2021;132;Mulheres;90 e +
3541604;2021;106;Mulheres;90 e +
3541653;2021;9;Mulheres;90 e +
3541703;2021;41;Mulheres;90 e +
3541802;2021;10;Mulheres;90 e +
3541901;2021;22;Mulheres;90 e +
3542008;2021;26;Mulheres;90 e +
3542107;2021;26;Mulheres;90 e +
3542206;2021;108;Mulheres;90 e +
3542305;2021;15;Mulheres;90 e +
3542404;2021;66;Mulheres;90 e +
3542503;2021;21;Mulheres;90 e +
3542602;2021;157;Mulheres;90 e +
3542701;2021;15;Mulheres;90 e +
3542800;2021;13;Mulheres;90 e +
3542909;2021;36;Mulheres;90 e +
3543006;2021;29;Mulheres;90 e +
3543105;2021;8;Mulheres;90 e +
3543204;2021;15;Mulheres;90 e +
3543238;2021;16;Mulheres;90 e +
3543253;2021;19;Mulheres;90 e +
3543303;2021;233;Mulheres;90 e +
3543402;2021;1.939;Mulheres;90 e +
3543501;2021;22;Mulheres;90 e +
3543600;2021;11;Mulheres;90 e +
3543709;2021;26;Mulheres;90 e +
3543808;2021;50;Mulheres;90 e +
3543907;2021;632;Mulheres;90 e +
3544004;2021;59;Mulheres;90 e +
3544103;2021;72;Mulheres;90 e +
3544202;2021;22;Mulheres;90 e +
3544251;2021;38;Mulheres;90 e +
3544301;2021;17;Mulheres;90 e +
3544400;2021;8;Mulheres;90 e +
3544509;2021;15;Mulheres;90 e +
3544608;2021;19;Mulheres;90 e +
3544707;2021;7;Mulheres;90 e +
3544806;2021;21;Mulheres;90 e +
3544905;2021;34;Mulheres;90 e +
3545001;2021;38;Mulheres;90 e +
3545100;2021;18;Mulheres;90 e +
3545159;2021;19;Mulheres;90 e +
3545209;2021;260;Mulheres;90 e +
3545308;2021;91;Mulheres;90 e +
3545407;2021;33;Mulheres;90 e +
3545506;2021;7;Mulheres;90 e +
3545605;2021;49;Mulheres;90 e +
3545704;2021;30;Mulheres;90 e +
3545803;2021;442;Mulheres;90 e +
3546009;2021;41;Mulheres;90 e +
3546108;2021;8;Mulheres;90 e +
3546207;2021;16;Mulheres;90 e +
3546256;2021;8;Mulheres;90 e +
3546306;2021;77;Mulheres;90 e +
3546405;2021;158;Mulheres;90 e +
3546504;2021;9;Mulheres;90 e +
3546603;2021;114;Mulheres;90 e +
3546702;2021;41;Mulheres;90 e +
3546801;2021;112;Mulheres;90 e +
3546900;2021;19;Mulheres;90 e +
3547007;2021;18;Mulheres;90 e +
3547106;2021;14;Mulheres;90 e +
3547205;2021;11;Mulheres;90 e +
3547304;2021;134;Mulheres;90 e +
3547403;2021;13;Mulheres;90 e +
3547502;2021;135;Mulheres;90 e +
3547601;2021;86;Mulheres;90 e +
3547650;2021;7;Mulheres;90 e +
3547700;2021;95;Mulheres;90 e +
3547809;2021;2.177;Mulheres;90 e +
3547908;2021;20;Mulheres;90 e +
3548005;2021;56;Mulheres;90 e +
3548054;2021;17;Mulheres;90 e +
3548104;2021;21;Mulheres;90 e +
3548203;2021;20;Mulheres;90 e +
3548302;2021;15;Mulheres;90 e +
3548401;2021;13;Mulheres;90 e +
3548500;2021;2.315;Mulheres;90 e +
3548609;2021;39;Mulheres;90 e +
3548708;2021;1.617;Mulheres;90 e +
3548807;2021;795;Mulheres;90 e +
3548906;2021;713;Mulheres;90 e +
3549003;2021;15;Mulheres;90 e +
3549102;2021;314;Mulheres;90 e +
3549201;2021;10;Mulheres;90 e +
3549250;2021;3;Mulheres;90 e +
3549300;2021;14;Mulheres;90 e +
3549409;2021;130;Mulheres;90 e +
3549508;2021;20;Mulheres;90 e +
3549607;2021;14;Mulheres;90 e +
3549706;2021;186;Mulheres;90 e +
3549805;2021;1.390;Mulheres;90 e +
3549904;2021;1.231;Mulheres;90 e +
3549953;2021;27;Mulheres;90 e +
3550001;2021;42;Mulheres;90 e +
3550100;2021;108;Mulheres;90 e +
3550209;2021;74;Mulheres;90 e +
3550308;2021;37.496;Mulheres;90 e +
3550407;2021;117;Mulheres;90 e +
3550506;2021;23;Mulheres;90 e +
3550605;2021;213;Mulheres;90 e +
3550704;2021;136;Mulheres;90 e +
3550803;2021;32;Mulheres;90 e +
3550902;2021;53;Mulheres;90 e +
3551009;2021;846;Mulheres;90 e +
3551108;2021;25;Mulheres;90 e +
3551207;2021;9;Mulheres;90 e +
3551306;2021;15;Mulheres;90 e +
3551405;2021;19;Mulheres;90 e +
3551504;2021;71;Mulheres;90 e +
3551603;2021;116;Mulheres;90 e +
3551702;2021;241;Mulheres;90 e +
3551801;2021;36;Mulheres;90 e +
3551900;2021;36;Mulheres;90 e +
3552007;2021;18;Mulheres;90 e +
3552106;2021;151;Mulheres;90 e +
3552205;2021;1.470;Mulheres;90 e +
3552304;2021;19;Mulheres;90 e +
3552403;2021;394;Mulheres;90 e +
3552502;2021;410;Mulheres;90 e +
3552551;2021;9;Mulheres;90 e +
3552601;2021;47;Mulheres;90 e +
3552700;2021;44;Mulheres;90 e +
3552809;2021;345;Mulheres;90 e +
3552908;2021;21;Mulheres;90 e +
3553005;2021;20;Mulheres;90 e +
3553104;2021;23;Mulheres;90 e +
3553203;2021;23;Mulheres;90 e +
3553302;2021;71;Mulheres;90 e +
3553401;2021;100;Mulheres;90 e +
3553500;2021;20;Mulheres;90 e +
3553609;2021;40;Mulheres;90 e +
3553658;2021;7;Mulheres;90 e +
3553708;2021;180;Mulheres;90 e +
3553807;2021;62;Mulheres;90 e +
3553856;2021;9;Mulheres;90 e +
3553906;2021;22;Mulheres;90 e +
3553955;2021;30;Mulheres;90 e +
3554003;2021;283;Mulheres;90 e +
3554102;2021;718;Mulheres;90 e +
3554201;2021;9;Mulheres;90 e +
3554300;2021;45;Mulheres;90 e +
3554409;2021;26;Mulheres;90 e +
3554508;2021;111;Mulheres;90 e +
3554607;2021;11;Mulheres;90 e +
3554656;2021;9;Mulheres;90 e +
3554706;2021;36;Mulheres;90 e +
