"﻿Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
Variável - Rendimento médio da produção (Quilogramas por Hectare),,,,,,,,,,,,,,,,,,,,,,
Cód.,Município,Ano x Produto das lavouras temporárias,,,,,,,,,,,,,,,,,,,,
Cód.,Município,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cód.,Município,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar
3516309,Francisco Morato (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3516408,Franco da Rocha (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-,-
3516507,Gabriel Monteiro (SP),70000,89804,91711,79762,82325,88220,84717,84650,79100,83000,80008,78850,68000,79000,70000,71473,85119,77861,80000,80000,80000
3516606,Gália (SP),-,-,-,-,-,-,-,-,-,...,65000,65000,-,-,-,-,-,-,-,-,-
3516705,Garça (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3516804,Gastão Vidigal (SP),66000,-,-,-,85000,-,125000,125000,95000,125000,125000,125000,75000,75000,60000,75000,75000,75000,79444,83000,80000
3516853,Gavião Peixoto (SP),70000,70000,71600,75000,75000,74497,75000,80000,80000,81404,85000,85000,85000,85000,78000,70000,90000,80000,80000,82667,82000
3516903,General Salgado (SP),98000,64021,78081,86278,85425,85466,96410,96410,82372,80000,80000,80000,62998,69000,69000,66300,61000,65000,65000,65000,65144
3517000,Getulina (SP),80000,80000,62215,70666,74969,79272,80000,-,79810,90000,80000,80000,-,80000,70000,70000,75000,69699,75000,75000,75000
3517109,Glicério (SP),75000,75000,80010,64000,75000,79000,85000,85000,95000,95000,83000,83000,85000,85000,65430,71360,90030,72840,72840,80000,80000
3517208,Guaiçara (SP),70000,70000,71326,110234,76480,75980,76000,-,70000,100000,80000,80000,-,80000,80000,70000,90000,75000,70000,65000,70000
3517307,Guaimbê (SP),-,-,-,-,-,-,100000,-,80000,100000,100000,100000,-,100000,50000,60000,60000,52000,55000,55000,55000
3517406,Guaíra (SP),90000,80000,100377,110000,100000,102000,95000,100000,92727,87719,100000,90000,80000,90000,85000,85000,85000,85000,85000,85000,85000
3517505,Guapiaçu (SP),80000,80000,71002,71000,71000,69539,90000,90000,90000,90000,90000,90000,90000,85000,70160,80000,80000,80000,80000,80000,80000
3517604,Guapiara (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3517703,Guará (SP),68000,80000,80000,88000,80000,82132,80000,80000,85000,85000,85000,85000,85000,85000,85000,80000,80000,80000,80026,80000,80000
3517802,Guaraçaí (SP),80000,100000,99940,100000,100000,83680,90000,90000,90000,90000,90000,90000,70000,70000,70000,70000,70000,70000,70000,70000,70000
3517901,Guaraci (SP),75000,95000,75000,75000,75000,74508,85000,85000,85000,85000,85000,85000,70000,68000,75000,75000,90000,90000,80000,80000,83333
3518008,Guarani d'Oeste (SP),75000,75000,60000,65003,100000,119200,100000,80000,100000,110000,93023,80000,75000,75000,80000,80000,80000,80000,80000,72000,80000
3518107,Guarantã (SP),-,-,-,-,-,-,75000,70000,80000,120000,80000,80000,80000,75000,70000,60000,60000,60000,60000,70000,70000
3518206,Guararapes (SP),90000,81838,79733,79995,80000,85875,90000,90000,90000,90000,90000,80000,85000,77002,75000,70000,70000,68000,70017,70000,75000
3518305,Guararema (SP),-,20000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,120000,50000,50000,50000
3518404,Guaratinguetá (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3518503,Guareí (SP),-,82644,98266,82286,82300,74497,76000,95000,100000,71428,95625,71000,80000,75349,70000,80000,65000,80000,80000,80000,80000
3518602,Guariba (SP),75000,80000,90000,90000,90000,92413,80000,90000,90000,90000,90000,85000,85644,85644,85000,85000,85000,85000,85000,85000,90000
3518701,Guarujá (SP),...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,-,...,...,-,-,...
3518800,Guarulhos (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3518859,Guatapará (SP),80001,80000,80000,80000,80000,82149,80000,80000,90000,80000,80001,73001,73000,73033,74100,73001,73001,73001,73001,73001,73001
3518909,Guzolândia (SP),64006,65000,53148,104109,98274,90067,100000,70026,87816,78356,70000,70000,47063,60000,70000,66360,72000,72000,72000,65000,70000
3519006,Herculândia (SP),-,-,-,-,70000,98738,40000,80000,90000,90000,80000,85000,85000,80000,80000,75000,75000,80000,80000,75000,76667
3519055,Holambra (SP),-,80000,80000,100000,100000,99329,100000,100000,110000,110000,52000,100000,85000,85000,60000,60000,130000,130000,130000,130000,130000
3519071,Hortolândia (SP),...,60000,60000,60000,60000,59598,60000,60000,60000,60000,...,60000,60000,60000,83333,...,...,...,...,...,...
3519105,Iacanga (SP),70000,70000,70000,70000,70000,69530,85000,105844,80000,80000,80000,81300,81300,81300,76798,76798,80000,85000,80000,80000,80000
3519204,Iacri (SP),55343,55343,98628,72280,78668,91762,70000,70000,80000,80000,80000,70000,70000,70000,70000,75000,75000,68000,70000,61000,69800
3519253,Iaras (SP),-,-,-,-,80000,-,-,75000,75000,75000,120000,100000,100000,100000,100000,100000,70000,70000,70000,70000,68000
3519303,Ibaté (SP),80000,80000,93000,83553,83553,85788,84000,84000,84000,84200,84200,89714,92973,80000,60079,70000,82000,85000,85000,85000,85000
3519402,Ibirá (SP),60714,75000,75000,100000,75000,79463,110000,80000,100000,100000,100000,100000,80000,90000,80000,80000,80000,80000,80000,65000,80000
3519501,Ibirarema (SP),70000,80000,80000,85624,85000,84440,78000,90000,85000,91000,83699,72250,65000,65000,65000,65000,65000,100000,85000,85000,75000
3519600,Ibitinga (SP),60000,60000,80000,100000,100000,79475,100000,80000,85000,85000,110000,110000,100000,100000,83000,85000,95000,95000,85016,75000,82000
3519709,Ibiúna (SP),60000,60000,60000,60000,60000,59595,59595,-,59595,-,-,-,-,-,-,-,-,-,-,-,-
3519808,Icém (SP),90016,90002,90002,71983,72727,89400,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,90000,72115,55000,80000,70000
3519907,Iepê (SP),65000,80000,80000,80000,92170,91396,78000,80000,80000,80000,80000,72000,80001,62422,58500,67002,79470,75651,70079,70079,70870
3520004,Igaraçu do Tietê (SP),90000,90000,77654,90000,90000,89406,85000,88000,88000,88000,88000,88000,75000,83001,70000,86000,82000,83000,85000,75000,75000
3520103,Igarapava (SP),73000,75000,75000,75000,75000,79062,80000,80000,80000,80000,80000,80000,80000,75000,75000,75000,78000,83000,83000,69000,69000
3520202,Igaratá (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,40000,-,-,-,-,-,-,-
3520301,Iguape (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3520400,Ilhabela (SP),10000,...,...,...,...,...,...,...,...,...,...,...,...,-,...,...,...,...,...,...,...
3520442,Ilha Solteira (SP),-,-,-,-,90000,94484,90000,90000,90000,90000,80153,70000,69957,75693,74000,81874,86000,85086,85000,75000,83987
3520509,Indaiatuba (SP),-,-,80000,80000,80000,79463,120000,80000,80000,82000,80000,80000,80000,80000,79000,80000,80000,80000,79000,79000,84000
3520608,Indiana (SP),-,-,-,-,-,-,-,-,90000,90909,90000,70000,70000,69870,69870,69870,69870,69870,69870,69870,75712
3520707,Indiaporã (SP),-,-,-,70000,70000,-,-,80000,80000,48000,64000,80000,80000,80000,70000,80000,80000,80000,80000,80000,80000
3520806,Inúbia Paulista (SP),90000,90000,81108,72845,73000,88269,80000,80000,80000,83000,83000,83000,73000,73000,70000,75000,78000,78000,76000,69000,70000
3520905,Ipaussu (SP),75000,75000,75000,80000,80000,79471,70000,80000,80000,80000,80000,80000,80000,80000,80000,80000,75000,75000,72000,80000,79000
3521002,Iperó (SP),60000,70000,80000,60000,70000,79463,79463,80000,80000,84175,75000,75000,-,79944,79944,79944,79944,79944,-,79943,79944
3521101,Ipeúna (SP),90000,90000,87070,81240,77197,85924,90000,80000,78000,80000,78000,78000,78000,78000,56678,63000,59850,59850,77000,77000,80000
3521150,Ipiguá (SP),100000,75000,100000,121428,115000,79521,100000,90000,80000,80000,80000,80000,80000,111538,90000,120000,90000,89271,89271,80000,90000
3521200,Iporanga (SP),-,-,-,-,-,-,-,-,-,-,100000,50000,-,50000,50000,50000,50000,50000,20000,20000,40000
3521309,Ipuã (SP),102068,80000,80000,89000,89000,82925,90000,90000,90000,90000,90000,90000,80000,80000,80000,80000,80000,80000,80000,75000,75000
3521408,Iracemápolis (SP),90000,90000,84337,90000,90000,89406,92169,85000,90000,90000,90000,85000,85000,85000,86659,85000,85000,86659,81694,85500,85667
3521507,Irapuã (SP),120000,80000,80000,80000,80000,79463,70000,80000,80000,80000,80000,80000,90000,90000,72000,80000,90000,90000,83367,90000,98000
3521606,Irapuru (SP),-,-,124900,116504,100000,77477,130000,120000,100000,110000,110000,110000,70000,75000,60000,70000,70000,70000,70000,70000,70000
3521705,Itaberá (SP),...,-,-,-,-,-,-,75000,25000,75,-,55000,99000,70000,70000,70000,-,-,-,-,-
3521804,Itaí (SP),50000,83333,100000,100000,95454,98899,80000,80000,90000,80000,80000,80000,80000,80000,70000,80000,70000,70000,45000,75000,75000
3521903,Itajobi (SP),80000,75000,70000,80000,80000,82128,70000,80000,80000,80000,80000,80000,80000,80000,70000,70000,80000,80000,90000,76000,90000
3522000,Itaju (SP),-,80000,80000,80000,104000,84446,81000,102600,80000,97000,97000,97000,75000,77817,70000,77000,77000,77000,75000,75000,75000
3522109,Itanhaém (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,-,-,-,-,-,-,-
3522158,Itaoca (SP),-,-,-,-,-,-,-,-,-,-,30000,15000,93000,15000,-,60000,60000,60000,60000,60000,60000
3522208,Itapecerica da Serra (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,...,...,...
3522307,Itapetininga (SP),80000,63333,86206,82254,82300,69530,80000,92000,80961,78000,79058,83500,73000,83000,78260,80000,80000,80000,80000,80000,80000
3522406,Itapeva (SP),70000,70000,70000,70000,70000,79463,100000,100000,100000,100000,20000,10000,90000,90000,-,80000,80000,80000,80000,80000,80000
3522505,Itapevi (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3522604,Itapira (SP),75000,72000,75000,100000,97206,98900,100000,90000,90000,90000,80000,85000,85000,85000,76500,66000,66000,50000,52000,60000,60000
3522653,Itapirapuã Paulista (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,81200,60000,60000,60000,60000,60000,60000
3522703,Itápolis (SP),80000,80000,80666,80000,80000,82153,80000,80000,80000,80000,80000,80000,85000,85000,60000,60000,66000,66000,90000,90000,87000
3522802,Itaporanga (SP),-,-,-,-,-,-,-,100000,80000,-,80000,65000,70000,45000,70000,70000,-,-,70000,-,-
3522901,Itapuí (SP),90000,90000,80000,90000,90000,89406,90000,100000,100000,97000,100000,100000,85000,85000,85000,85000,85000,85000,75000,80000,75000
3523008,Itapura (SP),100000,-,-,-,-,99002,90000,90000,99946,97400,90000,110526,64785,66230,66230,80900,100000,100000,100000,80000,95000
3523107,Itaquaquecetuba (SP),60000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3523206,Itararé (SP),-,-,-,-,-,-,-,-,-,-,60000,80000,-,-,-,-,-,-,70000,70000,70000
3523305,Itariri (SP),-,-,-,...,...,...,...,...,...,...,...,...,-,-,-,-,-,-,-,-,-
3523404,Itatiba (SP),-,-,-,-,-,-,-,-,80000,80000,80000,80000,80000,80000,80000,50000,50000,50000,50000,50000,50000
3523503,Itatinga (SP),-,-,-,-,-,-,-,60000,60000,60000,61224,60000,60000,70000,90000,80000,80000,80000,80000,78511,78511
3523602,Itirapina (SP),100000,81641,64686,72939,78840,66019,67772,68181,70000,66103,71000,71000,71000,70000,49300,65000,65000,65000,70000,70000,70000
3523701,Itirapuã (SP),-,-,-,-,-,-,-,-,80000,95000,95000,100000,100000,100000,95000,100000,100000,90000,90000,83750,93333
3523800,Itobi (SP),80000,80000,80000,80000,80000,79463,80000,80000,80000,80000,80000,80000,90000,100000,100000,80000,80000,80000,80000,80556,80000
3523909,Itu (SP),84096,70000,70000,70000,70000,69530,75000,75000,70000,70000,70000,70000,70000,72000,59000,80000,70000,80000,79000,79000,79000
3524006,Itupeva (SP),70000,70000,70000,70000,70000,70677,70000,70000,70000,80000,75000,75000,75000,75000,75000,120000,120000,60000,50000,50000,50000
3524105,Ituverava (SP),68000,80000,78571,77000,90000,92412,90000,90000,90000,80000,80000,80000,85000,85000,80000,80000,85000,85000,85000,85000,85000
3524204,Jaborandi (SP),80000,80000,81333,90000,90000,92399,90000,90000,90000,90000,90000,75000,75000,75000,75000,75000,80000,75000,78000,76000,76333
3524303,Jaboticabal (SP),75000,75000,90000,90000,87804,92003,80000,90000,90000,100000,100000,85000,75000,75000,82947,80000,85000,85000,85000,85000,90000
3524402,Jacareí (SP),-,50000,-,25000,-,-,-,-,-,40000,40000,40000,40000,-,-,-,-,-,50000,50000,50000
3524501,Jaci (SP),80000,-,-,-,110000,89396,250000,140000,80000,90000,90000,90000,90000,100000,75000,90000,110000,100000,110000,90000,90000
3524600,Jacupiranga (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,30000,30000
3524709,Jaguariúna (SP),80000,70000,80000,80000,90000,99329,80000,100000,100000,100000,52000,83000,83000,83000,70000,80000,80000,80000,80000,80000,80000
3524808,Jales (SP),-,-,-,-,-,-,-,60000,-,107300,110000,90000,85000,85000,80000,80000,80000,80000,90000,90000,90000
3524907,Jambeiro (SP),60000,60000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60000,-,-,-,-
3525003,Jandira (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3525102,Jardinópolis (SP),80000,70000,80000,80000,80000,82144,80000,80035,80000,120000,89998,89999,79985,79985,74100,80000,80000,80000,80000,80000,80000
3525201,Jarinu (SP),75000,75000,75000,75000,75000,74495,75000,75000,75000,75000,70000,70000,80000,80000,80000,65000,65000,65000,65000,65000,65000
3525300,Jaú (SP),75000,81081,85000,80000,78514,81781,80000,82000,82000,82988,83000,85000,74000,78000,70000,75035,80009,78010,80000,80000,75000
3525409,Jeriquara (SP),100000,100000,100000,100000,80000,89396,90000,80000,80000,75000,75000,80000,70000,100000,60000,70000,75000,80000,80000,80000,80000
3525508,Joanópolis (SP),-,-,42000,40000,42000,40957,41000,41000,41000,41000,50000,60000,-,-,-,-,-,-,-,-,-
3525607,João Ramalho (SP),60000,80000,80000,102351,102351,88228,70000,70000,73150,80000,80000,72000,70000,72572,63000,76000,68454,70992,65871,65871,67331
3525706,José Bonifácio (SP),100000,80000,80000,80000,80000,118680,80000,100000,90000,90000,90000,90000,99048,90000,60000,60606,80000,70000,70000,70000,80000
3525805,Júlio Mesquita (SP),-,-,-,-,-,-,-,100000,50000,50000,-,80000,60000,59314,70000,80000,60000,70000,70000,-,-
3525854,Jumirim (SP),100000,100000,100000,100000,100000,99328,80000,80000,100000,75000,65000,65000,80000,100000,100000,100000,100000,100000,100000,75000,100000
3525904,Jundiaí (SP),-,-,50000,50000,50000,49666,50000,50000,50000,-,60000,-,-,-,-,-,-,-,-,-,-
3526001,Junqueirópolis (SP),50000,50000,58444,58000,70000,69539,85000,79957,85200,85200,80000,85000,75600,70000,52884,70000,65000,70000,70000,65000,65000
3526100,Juquiá (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3526209,Juquitiba (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,...,...,...
3526308,Lagoinha (SP),-,-,-,-,-,-,-,24000,-,-,70000,70000,-,-,-,-,60000,88000,49000,25000,-
3526407,Laranjal Paulista (SP),70000,-,80000,90000,80000,79463,90000,90000,85000,90000,100000,90000,90000,90000,...,-,100000,100000,100000,73000,73000
3526506,Lavínia (SP),85000,-,75000,75000,75000,83999,75000,80000,80000,80000,84615,80000,80000,80000,70000,70000,80000,80000,80000,80000,80000
3526605,Lavrinhas (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3526704,Leme (SP),75000,85000,92180,87890,88000,95492,90000,90000,90000,106000,63930,80000,71000,80000,60000,90000,90015,90015,90015,92700,92700
3526803,Lençóis Paulista (SP),60000,75000,75303,75000,71429,78712,72000,72000,75000,75000,75000,79000,79000,79000,73374,80000,80000,85940,76000,76000,70000
3526902,Limeira (SP),70000,70000,70000,70000,70000,71879,70000,70000,70000,70000,80000,80000,80000,83000,64958,72698,80000,80000,80576,79200,79067
3527009,Lindóia (SP),70000,52500,52500,70000,70000,79476,70000,60000,80000,80000,52000,70000,70000,70000,50000,50000,100000,100000,100000,100000,100000
3527108,Lins (SP),80000,73617,76932,78206,83950,71524,74167,63000,90000,100000,75000,75000,-,83000,75000,80000,83000,76000,82000,75000,70000
3527207,Lorena (SP),...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3527256,Lourdes (SP),118333,80000,117704,114299,84187,81185,114000,114000,102000,102000,113952,73540,73500,73500,62000,70000,79800,63000,72000,70000,78000
3527306,Louveira (SP),-,-,-,-,-,-,-,-,-,...,-,50000,60000,50000,55000,55000,55000,55000,55000,55000,55000
3527405,Lucélia (SP),70000,70000,79688,79810,80000,80464,87000,87000,87000,86986,87000,80000,63000,77000,64000,75000,75000,75000,68000,68000,70000
3527504,Lucianópolis (SP),-,-,-,-,-,79719,100000,80000,80000,80000,80000,80000,80000,76923,60000,74323,75000,75000,72000,75000,76000
3527603,Luís Antônio (SP),68000,70000,68548,70000,72258,77007,90000,91778,95000,94803,90000,80000,72974,85404,74100,85000,72000,85000,85000,85000,85000
3527702,Luiziânia (SP),70000,62500,70000,70023,96000,79000,90000,90000,75000,75000,80000,75000,80000,70000,65430,62720,75790,68330,68330,70000,70000
3527801,Lupércio (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3527900,Lutécia (SP),50000,60000,60000,75774,75774,74495,63000,70000,90097,70000,70000,63000,70000,89713,63000,68000,61000,81000,80467,70489,70000
3528007,Macatuba (SP),69998,70000,79567,77078,77000,78551,90000,90000,90000,90000,90000,78000,78000,78000,90000,90000,90000,90000,86000,86000,84000
3528106,Macaubal (SP),-,130000,100000,100000,100000,98899,120000,90000,90000,90000,90000,90000,80000,95625,80000,70000,70000,70000,70000,80000,80000
3528205,Macedônia (SP),-,-,-,-,70000,-,-,43636,100000,59523,117647,80000,75000,75000,70000,70000,70000,80000,80000,77538,80000
3528304,Magda (SP),65000,70000,54883,82059,84395,89951,85000,85000,74755,81744,85000,85000,62295,62300,69000,75131,76000,75000,75000,75000,65000
3528403,Mairinque (SP),-,60000,60000,60000,60000,69523,60000,-,69523,-,-,-,-,-,-,-,-,-,-,-,-
3528502,Mairiporã (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3528601,Manduri (SP),-,-,80000,82000,82000,79462,100000,80000,81000,80771,81000,81000,81000,90476,88000,94000,94000,94000,94000,85540,85540
3528700,Marabá Paulista (SP),60000,-,70000,70000,70000,79464,83000,83000,80000,80000,74000,74000,66000,70000,75000,76989,71820,70000,70000,72273,72273
3528809,Maracaí (SP),70000,90000,90000,80221,85000,92413,81395,85000,84617,87959,83699,74400,74971,75000,73000,75000,75000,87000,90000,90000,90000
3528858,Marapoama (SP),90000,70000,62796,80000,80000,79463,70000,80000,80000,80000,80000,80000,90000,90000,72000,90000,85653,90000,90000,90000,90000
3528908,Mariápolis (SP),-,-,-,-,-,77923,120000,70000,70000,80000,80000,88000,60000,60000,60000,70000,70000,70000,70000,70000,70000
3529005,Marília (SP),-,-,-,-,-,-,-,70000,70000,70000,80000,70000,70000,55000,40000,35000,35000,80000,80000,77500,64167
3529104,Marinópolis (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,110000,90000,90000,90000,90000,80000,80000,80000
3529203,Martinópolis (SP),60000,-,60000,100000,100000,89407,90000,90000,90000,90000,90000,70000,70600,73651,77000,88891,84000,84000,87361,87361,85494
3529302,Matão (SP),70000,-,71600,68000,72270,71790,70000,80000,80000,...,100137,100138,70000,70000,75000,67500,80000,80000,95238,80000,72727
3529401,Mauá (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,-,...,...,...,...
3529500,Mendonça (SP),70000,-,70000,70000,70000,79463,90000,90000,90000,90000,90000,90000,86842,90000,80000,85000,85000,85000,90000,80000,80000
3529609,Meridiano (SP),80000,-,60000,60000,60000,60000,100000,80000,80000,80000,82352,70000,60000,75000,75000,69231,75000,74525,75000,62000,70000
3529658,Mesópolis (SP),-,-,-,-,-,-,-,-,90000,139500,130000,110000,80000,69206,65000,80000,65000,72000,72000,71982,72000
3529708,Miguelópolis (SP),100000,93750,100000,100000,93750,102225,100742,100000,90000,90000,90000,90000,90700,90715,90036,80071,90000,90036,90036,90000,90000
3529807,Mineiros do Tietê (SP),90000,80000,79090,80000,80000,79470,80000,80000,80000,80000,80000,80000,67000,83784,70000,83000,83000,80000,76000,80000,75000
3529906,Miracatu (SP),-,-,-,-,-,-,-,-,...,-,-,...,-,-,-,-,-,-,-,-,-
3530003,Mira Estrela (SP),-,-,-,-,-,-,-,80000,70000,53333,80000,80000,80000,85000,80000,85714,80000,80000,80000,80000,80000
3530102,Mirandópolis (SP),85000,-,78010,78000,80000,78503,78000,78000,78000,78000,78000,78007,80000,78000,70000,78000,78000,70000,73683,74333,76778
3530201,Mirante do Paranapanema (SP),-,-,60000,-,-,69533,90000,80000,99667,99667,100000,71000,66000,62000,66000,74874,76999,65862,65862,68912,75000
3530300,Mirassol (SP),80000,60000,80000,80000,80000,79464,80000,90000,80000,80000,80000,80000,82857,90000,80000,85000,85000,85000,85000,85000,85000
3530409,Mirassolândia (SP),-,-,-,80000,80000,79513,100000,80000,80000,80000,80000,70000,80000,80000,73708,80000,80000,90000,70000,75000,70000
3530508,Mococa (SP),80000,70000,80000,75500,75500,75003,80000,80000,85000,85000,80000,85000,90000,90000,90000,92500,92500,92500,92500,80000,92500
3530607,Mogi das Cruzes (SP),-,-,-,-,-,-,-,...,-,-,-,-,-,-,-,-,-,-,-,-,-
3530706,Mogi Guaçu (SP),82000,80000,80000,80000,90000,79473,80075,80000,100000,100000,100000,100000,85000,100000,80000,80000,70000,80000,70000,50000,70000
3530805,Mogi Mirim (SP),80000,80000,80000,76909,90000,89396,90000,90000,90000,90000,85000,75000,75000,85000,70000,75000,85000,85000,83500,50000,70000
3530904,Mombuca (SP),65000,65000,70000,70000,63636,69530,65000,65000,65000,80000,84210,72000,68000,68000,50400,64800,65000,65000,67000,67000,65667
3531001,Monções (SP),...,-,100000,-,-,-,83333,83500,110900,95000,90000,89000,89000,89000,64000,90000,81000,90000,71810,71810,73000
3531100,Mongaguá (SP),-,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
3531209,Monte Alegre do Sul (SP),60000,80000,-,-,-,-,50000,100000,100000,100000,52000,70000,50000,50000,50000,40000,55000,60000,60000,60000,60000
3531308,Monte Alto (SP),75000,75000,80000,80000,77657,89402,80000,80000,90000,90000,90000,90000,90000,90000,63000,63000,70000,80000,90000,90000,87000
3531407,Monte Aprazível (SP),50000,75000,100000,70000,70000,69538,88000,90000,90000,90000,90000,90000,80000,80000,70000,70000,70000,80000,70000,80000,80000
3531506,Monte Azul Paulista (SP),85000,85000,84782,85000,94000,92388,90000,90000,94000,90000,90000,71000,80000,80000,75000,75000,80000,85000,75000,73000,70000
3531605,Monte Castelo (SP),-,-,-,-,-,-,85000,85000,82632,82632,80000,80000,70097,70536,55516,74989,75257,75000,70000,70000,70000
3531704,Monteiro Lobato (SP),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60000,-,-,-,...
3531803,Monte Mor (SP),-,60000,91666,100000,65000,64564,80000,70000,70000,70000,...,70000,63000,80002,80000,71429,114286,100000,97670,97670,104762
3531902,Morro Agudo (SP),70000,80000,100000,90000,88000,90474,82000,82000,90000,82000,82000,82000,82180,82182,70000,80000,82000,82000,82000,77000,77000
3532009,Morungaba (SP),-,-,-,-,-,-,-,-,-,-,100000,100000,85000,85000,60000,60000,60000,60000,60000,60000,60000
3532058,Motuca (SP),72000,72000,71600,71000,76150,78297,78298,80000,90000,90000,97464,97465,70000,70000,70000,85000,80000,85000,85000,83333,83000
3532108,Murutinga do Sul (SP),-,-,70000,-,-,111217,80000,100000,100000,100000,100000,100000,100000,100000,100000,70000,70000,70000,70000,90000,73333
3532157,Nantes (SP),64000,85000,64000,85000,85000,84430,85000,65000,85000,85000,85000,76000,85000,69214,76500,80004,90460,80890,65800,65800,80017
3532207,Narandiba (SP),-,70000,70000,100000,100000,89396,90000,90000,90000,90000,90000,70000,70600,70000,80000,90000,80000,70000,89999,89999,83332
3532306,Natividade da Serra (SP),30000,30000,-,-,-,57150,90000,86400,57150,57150,90000,90000,-,60000,70000,-,-,-,-,-,-
3532405,Nazaré Paulista (SP),30000,-,45000,46000,45000,44405,45000,45000,45000,45000,54000,80000,70000,70000,70000,70000,95000,95000,95000,85000,85000
3532504,Neves Paulista (SP),60000,80000,80000,80000,80000,79462,80000,80000,80000,90000,90000,90000,80000,80000,70000,70000,80000,80000,80000,80000,80000
3532603,Nhandeara (SP),60000,60000,70000,80000,80000,79463,80000,90000,90000,90000,90000,90000,90000,80000,70000,75000,75000,90000,80000,80000,80000
3532702,Nipoã (SP),80000,80000,80000,80000,80000,79476,80000,80000,80000,90000,90000,90000,80000,77714,80000,80000,80000,80000,80000,70000,70000
3532801,Nova Aliança (SP),-,-,80000,80000,100000,118680,123333,120000,90000,90000,90000,90000,90000,80000,75000,80000,90000,90000,90341,80000,80000
3532827,Nova Campina (SP),-,-,-,-,-,-,-,-,-,-,-,50000,-,-,-,-,-,-,-,-,75000
3532843,Nova Canaã Paulista (SP),-,-,-,-,-,-,-,100000,100000,150000,120000,120000,80000,80000,60000,90000,90000,90000,90000,85000,85000
3532868,Nova Castilho (SP),70000,10000,86553,65934,100000,94214,120000,100000,72000,100000,90000,78261,65675,75117,65000,60734,61000,61000,61000,75000,65000
3532900,Nova Europa (SP),80000,80000,71600,71600,90000,89409,89410,80000,85000,85000,94182,94183,90000,90000,90000,75000,85000,72250,68000,81667,89014
3533007,Nova Granada (SP),70000,70000,90000,90000,90000,89396,75000,90000,100000,100000,85000,85000,85000,85000,80000,85000,72000,70000,70000,80000,75000
3533106,Nova Guataporanga (SP),-,-,-,-,90000,99328,95000,100000,100000,100000,100000,100000,74324,75000,61111,65763,75000,73000,70000,65000,65000
