CD_MUN;Município;value;YEAR;AET;NDVI;NPP;SOIL;TMIN;TMMX;PR
3537008;Pedregulho (SP);82000;2009;768;5800;11536;378;154;260;163
3537107;Pedreira (SP);80000;2009;802;6003;11638;317;137;254;142
3537156;Pedrinhas Paulista (SP);102000;2009;935;4085;7979;160;169;288;139
3537305;Penápolis (SP);80000;2009;865;4881;8523;232;157;285;124
3537404;Pereira Barreto (SP);92856;2009;854;4693;7884;205;167;293;116
3537503;Pereiras (SP);;2009;779;5567;11891;193;144;260;127
3537701;Piacatu (SP);120000;2009;881;5431;8713;180;160;287;123
3538006;Pindamonhangaba (SP);60000;2009;792;6400;14844;391;141;255;159
3538105;Pindorama (SP);85000;2009;823;5418;8612;324;159;283;130
3538303;Piquerobi (SP);100000;2009;964;5157;7149;135;175;298;121
3538600;Piracaia (SP);45000;2009;742;6557;14235;386;124;232;161
3538709;Piracicaba (SP);80000;2009;787;5280;9834;220;147;265;133
3538808;Piraju (SP);80000;2009;896;5471;11147;236;147;272;136
3538907;Pirajuí (SP);80000;2009;864;5264;9842;239;150;277;127
3539004;Pirangi (SP);80000;2009;803;5364;8698;369;161;284;134
3539202;Pirapozinho (SP);80000;2009;959;5326;7864;130;173;292;132
3539301;Pirassununga (SP);85000;2009;820;5503;9430;327;154;272;145
3539400;Piratininga (SP);67857;2009;860;5775;10625;239;147;275;127
3539509;Pitangueiras (SP);90000;2009;787;5031;8499;383;161;284;141
3539608;Planalto (SP);90000;2009;831;5168;8485;243;162;290;119
3539707;Platina (SP);86000;2009;906;5136;9155;172;153;279;130
3539905;Poloni (SP);90000;2009;821;5451;8258;269;163;291;121
3540002;Pompéia (SP);100000;2009;880;5177;9133;151;153;280;125
3540101;Pongaí (SP);100000;2009;863;4925;8798;266;153;281;129
3540200;Pontal (SP);80000;2009;790;5153;8554;361;162;284;148
3540259;Pontalinda (SP);89400;2009;812;5310;7993;221;164;293;115
3540309;Pontes Gestal (SP);100000;2009;799;5141;7934;323;168;298;115
3540408;Populina (SP);98700;2009;794;5047;7498;313;166;295;118
3540507;Porangaba (SP);80000;2009;791;5606;12263;211;143;260;128
3540606;Porto Feliz (SP);80000;2009;749;5340;10668;182;142;254;131
3540705;Porto Ferreira (SP);100000;2009;822;5492;9817;330;155;276;148
3540804;Potirendaba (SP);90000;2009;820;5419;8210;287;162;289;120
3540853;Pracinha (SP);70000;2009;933;5077;7669;143;170;295;122
3540903;Pradópolis (SP);85000;2009;805;5050;8686;326;155;278;145
3541059;Pratânia (SP);70000;2009;839;5496;11383;279;134;259;138
3541109;Presidente Alves (SP);81405;2009;872;5757;10417;237;147;275;129
3541208;Presidente Bernardes (SP);86956;2009;965;5356;7673;116;176;296;123
3541307;Presidente Epitácio (SP);;2009;975;4616;7036;157;177;297;118
3541406;Presidente Prudente (SP);60000;2009;962;5332;8107;129;175;297;124
3541505;Presidente Venceslau (SP);72000;2009;965;5149;7339;145;176;298;120
3541604;Promissão (SP);;2009;873;4915;8555;245;155;283;125
3541653;Quadra (SP);100000;2009;776;5052;11801;196;138;253;129
3541703;Quatá (SP);70000;2009;927;5360;8940;152;159;285;135
3541802;Queiroz (SP);102000;2009;861;4900;8730;158;154;281;120
3541901;Queluz (SP);55000;2009;785;6705;15120;606;129;252;179
3542008;Quintana (SP);100000;2009;898;5349;9102;150;155;282;129
3542107;Rafard (SP);67861;2009;755;5336;9215;161;145;259;127
3542206;Rancharia (SP);80000;2009;949;5334;8711;143;166;289;137
3542404;Regente Feijó (SP);65000;2009;966;5375;8178;124;173;293;131
3542503;Reginópolis (SP);80000;2009;848;5267;9660;241;154;280;123
3542701;Restinga (SP);80000;2009;775;5585;10365;388;156;258;167
3542800;Ribeira (SP);75000;2009;823;7383;18074;593;152;260;134
3542909;Ribeirão Bonito (SP);82000;2009;811;5717;10387;309;147;263;140
3543105;Ribeirão Corrente (SP);100000;2009;769;5549;9645;383;156;255;164
3543204;Ribeirão do Sul (SP);90000;2009;908;4896;8647;198;152;278;136
3543238;Ribeirão dos Índios (SP);65000;2009;962;5111;7295;142;175;298;120
3543402;Ribeirão Preto (SP);85000;2009;846;4801;9210;350;155;279;160
3543501;Riversul (SP);100000;2009;866;5384;10453;281;151;268;131
3543600;Rifaina (SP);85000;2009;767;5272;11356;371;160;276;157
3543709;Rincão (SP);80000;2009;810;5243;10238;316;153;273;143
3543808;Rinópolis (SP);80645;2009;900;5308;8613;171;162;288;125
3543907;Rio Claro (SP);75000;2009;787;5537;9960;263;146;262;139
3544004;Rio das Pedras (SP);90000;2009;762;5081;9048;182;143;260;130
3544202;Riolândia (SP);90000;2009;801;4696;7650;354;169;299;118
3544251;Rosana (SP);;2009;961;5006;7073;178;168;292;127
3544400;Rubiácea (SP);100000;2009;851;5317;8565;188;160;286;118
3544608;Sabino (SP);120000;2009;872;4462;8515;268;157;285;125
3544707;Sagres (SP);70000;2009;940;5131;8201;140;168;293;125
3544806;Sales (SP);80000;2009;854;4837;8906;265;159;287;122
3544905;Sales Oliveira (SP);90000;2009;798;5091;9137;373;158;274;160
3545100;Salmourão (SP);100000;2009;870;5628;8816;169;163;289;119
3545159;Saltinho (SP);80000;2009;768;5362;9912;190;145;261;127
3545209;Salto (SP);70000;2009;769;5101;10451;221;145;257;138
3545407;Salto Grande (SP);80000;2009;912;4996;8817;169;156;282;135
3545506;Sandovalina (SP);80000;2009;952;5113;7672;127;172;292;129
3545605;Santa Adélia (SP);84069;2009;808;5471;8752;316;158;282;130
3545704;Santa Albertina (SP);134508;2009;796;4593;7169;282;166;294;118
3545803;Santa Bárbara d'Oeste (SP);73891;2009;768;5013;9240;200;145;262;133
3546207;Santa Cruz da Conceição (SP);80000;2009;806;5655;9194;293;148;265;143
3546256;Santa Cruz da Esperança (SP);80000;2009;843;5548;10826;384;152;276;160
3546306;Santa Cruz das Palmeiras (SP);85000;2009;814;5880;9872;378;152;273;145
3546405;Santa Cruz do Rio Pardo (SP);80000;2009;914;5201;9664;243;149;276;144
3546504;Santa Ernestina (SP);90000;2009;791;5028;9059;315;153;274;138
3546702;Santa Gertrudes (SP);79000;2009;774;5023;9174;247;144;261;137
3546900;Santa Lúcia (SP);85000;2009;805;5058;9496;319;150;269;143
3547007;Santa Maria da Serra (SP);79464;2009;822;5130;9564;261;147;265;139
3547106;Santa Mercedes (SP);87719;2009;917;5206;7992;199;175;297;111
3547205;Santana da Ponte Pensa (SP);120000;2009;798;5411;7818;233;163;291;115
3547502;Santa Rita do Passa Quatro (SP);80000;2009;828;6114;10909;344;149;270;154
3547601;Santa Rosa de Viterbo (SP);85993;2009;832;5699;10401;389;149;271;157
3547650;Santa Salete (SP);82307;2009;793;5412;7814;236;163;291;114
3547700;Santo Anastácio (SP);55000;2009;963;5215;7279;116;175;296;122
3547908;Santo Antônio da Alegria (SP);80000;2009;788;5820;11648;448;144;257;167
3548005;Santo Antônio de Posse (SP);81000;2009;805;5562;10263;332;141;260;141
3548054;Santo Antônio do Aracanguá (SP);90000;2009;840;4946;8125;204;164;291;117
3548302;Santo Expedito (SP);70000;2009;955;5383;7476;140;174;298;121
3548401;Santópolis do Aguapeí (SP);83000;2009;884;5149;8441;176;159;286;124
3548906;São Carlos (SP);84000;2009;815;5646;9838;329;146;258;149
3549102;São João da Boa Vista (SP);98000;2009;831;5996;10862;435;140;262;163
3549201;São João das Duas Pontes (SP);42105;2009;817;5303;7636;240;165;293;116
3549250;São João de Iracema (SP);71995;2009;822;5493;7853;225;165;293;117
3549409;São Joaquim da Barra (SP);100000;2009;771;5084;8670;390;161;277;154
3549508;São José da Bela Vista (SP);90000;2009;769;5200;9609;386;158;263;162
3549607;São José do Barreiro (SP);60000;2009;771;7253;16035;564;114;233;185
3549706;São José do Rio Pardo (SP);90000;2009;800;6017;11435;502;141;262;158
3549805;São José do Rio Preto (SP);90000;2009;822;4817;7812;339;163;290;126
3550001;São Luiz do Paraitinga (SP);19857;2009;755;6965;15454;421;123;231;171
3550100;São Manuel (SP);83435;2009;837;5124;9956;265;141;264;138
3550407;São Pedro (SP);60000;2009;798;5661;10661;259;144;261;140
3550506;São Pedro do Turvo (SP);80000;2009;911;5439;9933;223;150;278;140
3550605;São Roque (SP);;2009;714;6609;14371;375;122;226;154
3550803;São Sebastião da Grama (SP);90000;2009;805;6521;11282;484;128;246;173
3550902;São Simão (SP);80000;2009;848;5646;11001;352;149;273;159
3551207;Sarutaiá (SP);80000;2009;890;5695;11668;254;140;264;141
3551306;Sebastianópolis do Sul (SP);90000;2009;833;5385;7985;270;165;293;122
3551405;Serra Azul (SP);74948;2009;851;5321;10555;364;151;276;162
3551504;Serrana (SP);85000;2009;852;5177;9538;368;154;279;163
3551603;Serra Negra (SP);100000;2009;806;6141;12020;347;128;247;154
3551702;Sertãozinho (SP);80000;2009;810;5079;8799;347;158;281;151
3551900;Severínia (SP);80000;2009;797;5806;8792;401;163;288;133
3552007;Silveiras (SP);65000;2009;800;6668;14819;515;127;248;168
3552106;Socorro (SP);70000;2009;803;5917;13119;354;126;244;160
3552205;Sorocaba (SP);50000;2009;740;4959;11754;228;137;245;136
3552304;Sud Mennucci (SP);73316;2009;835;5043;7867;194;165;292;115
3552403;Sumaré (SP);60000;2009;784;4438;9594;234;146;263;136
3552551;Suzanápolis (SP);96979;2009;834;5175;7902;200;166;292;118
3552601;Tabapuã (SP);90000;2009;814;5462;8564;358;162;288;130
3552700;Tabatinga (SP);88000;2009;817;5553;8812;285;154;276;133
3552908;Taciba (SP);70000;2009;959;5378;8507;137;172;291;135
3553005;Taguaí (SP);81000;2009;892;5614;10963;259;149;271;137
3553104;Taiaçu (SP);90000;2009;796;5568;8824;377;159;282;136
3553203;Taiúva (SP);94000;2009;792;5299;8827;379;157;279;137
3553302;Tambaú (SP);80000;2009;815;5702;10742;417;149;270;152
3553401;Tanabi (SP);90000;2009;808;5316;7910;312;165;294;121
3553609;Tapiratiba (SP);84000;2009;775;6160;11507;537;138;258;163
3553658;Taquaral (SP);85000;2009;795;5644;9419;387;158;279;138
3553708;Taquaritinga (SP);95000;2009;800;5304;8741;317;156;278;136
3553807;Taquarituba (SP);70000;2009;876;5100;9494;285;146;268;131
3553906;Tarabai (SP);80000;2009;963;5292;7724;117;174;293;129
3553955;Tarumã (SP);96000;2009;922;5131;8943;146;162;284;135
3554003;Tatuí (SP);100041;2009;752;4881;11258;183;139;251;126
3554201;Tejupá (SP);80000;2009;887;5570;10923;279;144;268;138
3554300;Teodoro Sampaio (SP);64000;2009;948;5949;8480;145;168;291;124
3554409;Terra Roxa (SP);90000;2009;776;5162;8624;415;164;287;137
3554508;Tietê (SP);75000;2009;761;5377;10096;175;146;261;126
3554607;Timburi (SP);80500;2009;908;5886;10987;235;144;269;142
3554706;Torrinha (SP);85000;2009;802;5610;9879;274;136;252;143
3554755;Trabiju (SP);80000;2009;813;5460;10123;291;151;270;137
3555000;Tupã (SP);70000;2009;909;5079;8614;157;157;284;130
3555109;Tupi Paulista (SP);80000;2009;912;5222;7957;179;171;294;114
3555208;Turiúba (SP);120000;2009;836;5229;8500;227;162;291;120
3555307;Turmalina (SP);78730;2009;794;5414;7447;292;164;292;115
3555356;Ubarana (SP);80000;2009;848;4714;8312;253;161;289;120
3555604;Uchoa (SP);80000;2009;816;5314;8136;343;162;288;127
3555703;União Paulista (SP);90000;2009;824;5222;8286;252;163;291;119
3555802;Urânia (SP);114000;2009;789;5341;7486;249;163;291;114
3555901;Uru (SP);120000;2009;859;4513;9094;260;154;281;128
3556008;Urupês (SP);80000;2009;828;5574;8343;289;161;288;123
3556107;Valentim Gentil (SP);90000;2009;820;5366;7974;265;164;293;118
3556305;Valparaíso (SP);72000;2009;847;5394;8213;196;161;287;115
3556404;Vargem Grande do Sul (SP);90001;2009;820;5742;10235;453;142;264;155
3556800;Viradouro (SP);86000;2009;780;5209;8574;402;163;285;139
3556909;Vista Alegre do Alto (SP);80000;2009;794;5286;8520;357;159;282;134
3556958;Vitória Brasil (SP);86190;2009;794;5149;7558;270;161;290;115
3557105;Votuporanga (SP);90000;2009;831;5238;7912;277;165;294;121
3557154;Zacarias (SP);120000;2009;849;4200;8229;230;162;290;119
3557204;Chavantes (SP);80000;2009;919;5402;9164;217;152;278;144
3557303;Estiva Gerbi (SP);67000;2009;815;5472;9795;388;144;266;148
3500105;Adamantina (SP);80000;2010;776;5174;8129;166;164;289;113
3500204;Adolfo (SP);90000;2010;747;4080;8261;255;164;291;116
3500303;Aguaí (SP);95000;2010;784;5614;9947;399;152;274;140
3500550;Águas de Santa Bárbara (SP);85000;2010;799;5388;11464;246;143;271;127
3500709;Agudos (SP);80000;2010;782;5969;11769;248;146;274;125
3500758;Alambari (SP);100000;2010;716;5634;12761;181;140;250;119
3500907;Altair (SP);80000;2010;758;5609;8089;412;171;300;123
3501004;Altinópolis (SP);80000;2010;812;5740;10897;411;155;270;153
3501103;Alto Alegre (SP);70000;2010;754;5165;8596;205;155;282;118
3501152;Alumínio (SP);10000;2010;739;6061;13559;310;129;234;142
3501202;Álvares Florence (SP);80000;2010;745;5103;7845;296;170;299;106
3501608;Americana (SP);75000;2010;726;4394;9127;246;151;268;134
3501707;Américo Brasiliense (SP);83895;2010;777;5098;8950;322;155;273;141
3501806;Américo de Campos (SP);60000;2010;741;5195;7968;308;171;300;105
3501905;Amparo (SP);110000;2010;763;6169;11973;327;136;253;139
3502002;Analândia (SP);85000;2010;768;5999;10709;303;146;258;142
3502101;Andradina (SP);80000;2010;781;5327;8700;218;168;292;115
3502200;Angatuba (SP);95000;2010;769;5884;13456;260;140;258;129
3502309;Anhembi (SP);75000;2010;757;5340;11633;243;151;270;133
3502408;Anhumas (SP);80000;2010;862;5431;8392;120;173;289;115
3502606;Aparecida d'Oeste (SP);100000;2010;751;5422;8479;192;166;293;112
3502804;Araçatuba (SP);100000;2010;755;4832;8089;200;163;290;116
3502903;Araçoiaba da Serra (SP);100000;2010;709;5298;11288;201;139;247;120
3503000;Aramina (SP);90000;2010;781;4920;8837;403;168;287;137
3503109;Arandu (SP);100000;2010;803;4259;10963;256;144;271;123
3503158;Arapeí (SP);50000;2010;780;6767;15171;569;133;250;161
3503208;Araraquara (SP);130156;2010;768;5380;9742;314;154;271;140
3503307;Araras (SP);93000;2010;752;5642;9833;297;149;267;138
3503356;Arco-Íris (SP);72000;2010;773;4941;8606;169;158;285;119
3503406;Arealva (SP);80000;2010;739;5418;9784;224;156;282;118
3503505;Areias (SP);60000;2010;773;6507;14666;569;121;241;165
3503604;Areiópolis (SP);91836;2010;781;5289;9471;261;145;270;134
3503703;Ariranha (SP);80000;2010;748;5293;8520;342;165;288;131
3503802;Artur Nogueira (SP);80000;2010;745;5425;9789;308;147;266;136
3503950;Aspásia (SP);101000;2010;746;5280;7605;249;164;293;106
3504008;Assis (SP);83699;2010;818;5294;9328;160;154;278;119
3504107;Atibaia (SP);55000;2010;730;6182;12541;334;131;239;142
3504206;Auriflama (SP);80000;2010;750;5417;8376;205;165;293;114
3504305;Avaí (SP);62388;2010;767;5607;10746;238;153;281;121
3504404;Avanhandava (SP);83000;2010;763;5127;8494;251;158;286;121
3504503;Avaré (SP);70000;2010;795;5218;12070;291;138;266;129
3504602;Bady Bassitt (SP);80000;2010;742;5309;8174;301;166;293;120
3504701;Balbinos (SP);70000;2010;762;4968;9253;251;155;283;123
3504800;Bálsamo (SP);90000;2010;751;5467;8329;313;166;294;124
3504909;Bananal (SP);50000;2010;771;7156;15924;573;126;243;162
3505104;Barbosa (SP);80000;2010;759;4751;8435;244;163;291;117
3505203;Bariri (SP);80000;2010;750;5254;8889;252;157;281;127
3505302;Barra Bonita (SP);88000;2010;776;5048;9207;252;150;272;133
3505500;Barretos (SP);90000;2010;773;5260;8396;449;171;297;129
3505609;Barrinha (SP);90000;2010;780;5095;8643;339;163;287;142
3505807;Bastos (SP);80000;2010;821;5375;8869;149;162;288;121
3505906;Batatais (SP);78000;2010;806;5112;9538;390;157;266;155
3506003;Bauru (SP);88100;2010;757;5331;10472;233;154;282;119
3506102;Bebedouro (SP);90000;2010;759;5446;8815;405;167;290;139
3506201;Bento de Abreu (SP);90000;2010;755;5210;8081;189;161;287;113
3506300;Bernardino de Campos (SP);80000;2010;834;5320;10833;238;145;272;134
3506409;Bilac (SP);91000;2010;758;5170;8535;197;158;285;119
3506508;Birigui (SP);108000;2010;754;5060;8294;206;160;288;118
3506706;Boa Esperança do Sul (SP);85000;2010;762;5723;10003;282;157;278;136
3506805;Bocaina (SP);90000;2010;758;5747;9469;267;154;276;133
3507001;Boituva (SP);91530;2010;711;5056;10781;186;144;256;124
3507209;Borá (SP);80000;2010;814;5421;9428;154;156;283;121
3507308;Boracéia (SP);90000;2010;749;4796;8701;241;157;282;123
3507407;Borborema (SP);90000;2010;755;5034;8712;266;162;288;127
3507456;Borebi (SP);80000;2010;781;6488;13307;264;142;269;126
3507506;Botucatu (SP);72916;2010;775;5572;12610;274;140;263;136
3507605;Bragança Paulista (SP);52000;2010;749;5843;12078;331;130;242;144
3507704;Braúna (SP);80000;2010;759;5165;8635;205;155;283;120
3507753;Brejo Alegre (SP);117360;2010;755;4408;8165;217;163;291;117
3507803;Brodowski (SP);79994;2010;822;5340;8940;381;159;277;153
3507902;Brotas (SP);86000;2010;763;5870;11292;295;146;260;142
3508108;Buritama (SP);80000;2010;752;4942;8375;218;164;292;117
3508207;Buritizal (SP);85000;2010;767;5463;9635;388;162;272;141
3508306;Cabrália Paulista (SP);70000;2010;790;5669;11441;238;148;276;127
3508405;Cabreúva (SP);80000;2010;735;6717;14824;305;132;240;139
3508504;Caçapava (SP);30000;2010;736;5907;12908;345;147;253;137
3508702;Caconde (SP);67122;2010;794;6037;12427;540;138;259;156
3508801;Cafelândia (SP);88000;2010;770;5178;9315;252;156;283;124
3508900;Caiabu (SP);75000;2010;812;5406;8270;133;173;295;114
3509106;Caiuá (SP);78000;2010;844;5143;7730;151;176;295;107
3509304;Cajobi (SP);90000;2010;752;5636;8750;385;169;294;134
3509403;Cajuru (SP);70000;2010;820;5837;10395;418;153;272;150
3509452;Campina do Monte Alegre (SP);117893;2010;768;5605;12453;259;140;255;127
3509502;Campinas (SP);;2010;749;4982;11337;279;146;262;136
3509809;Campos Novos Paulista (SP);90000;2010;799;5151;9473;197;150;277;119
3510005;Cândido Mota (SP);79050;2010;818;4880;8357;143;159;281;117
3510104;Cândido Rodrigues (SP);90000;2010;746;5362;8644;329;163;286;134
3510153;Canitar (SP);70000;2010;846;4921;7994;204;153;278;132
3510302;Capela do Alto (SP);90000;2010;710;5280;11340;183;141;251;120
3510401;Capivari (SP);75000;2010;709;5348;9519;166;148;263;127
3510708;Cardoso (SP);90000;2010;740;4807;7384;321;173;302;101
3510807;Casa Branca (SP);100000;2010;783;5639;10471;431;154;275;136
3510906;Cássia dos Coqueiros (SP);60000;2010;801;5940;11328;462;143;257;153
3511003;Castilho (SP);90000;2010;803;5346;8703;238;173;295;114
3511102;Catanduva (SP);90000;2010;757;5206;8281;331;166;291;130
3511201;Catiguá (SP);85000;2010;754;5112;8419;333;166;291;128
3511300;Cedral (SP);80000;2010;746;5400;8092;332;166;293;124
3511409;Cerqueira César (SP);90000;2010;796;5112;11307;242;141;269;123
3511508;Cerquilho (SP);100000;2010;713;5123;10319;184;147;260;124
3511607;Cesário Lange (SP);95238;2010;720;4981;10610;189;145;259;125
3511706;Charqueada (SP);78000;2010;749;5356;9380;252;151;267;140
3511904;Clementina (SP);90000;2010;764;5210;8682;191;157;284;119
3512001;Colina (SP);80000;2010;760;5422;8658;421;168;292;136
3512100;Colômbia (SP);82000;2010;788;5069;8511;471;172;301;128
3512209;Conchal (SP);82222;2010;758;5432;10231;333;149;268;138
3512308;Conchas (SP);65000;2010;740;5767;12040;209;151;269;128
3512407;Cordeirópolis (SP);90000;2010;737;5323;9136;260;146;263;135
3512506;Coroados (SP);100000;2010;754;4990;8675;212;158;286;119
3512704;Corumbataí (SP);72000;2010;753;6010;10659;282;150;265;140
3512803;Cosmópolis (SP);;2010;735;5213;9314;282;149;267;134
3512902;Cosmorama (SP);100000;2010;749;5322;8101;298;169;298;112
3513108;Cravinhos (SP);80000;2010;830;5175;8906;346;157;280;149
3513207;Cristais Paulista (SP);100000;2010;768;5737;10656;384;158;256;148
3513306;Cruzália (SP);102299;2010;842;4444;8090;159;168;285;123
3513405;Cruzeiro (SP);45000;2010;796;6525;15195;585;134;259;161
3513702;Descalvado (SP);85000;2010;785;5754;9605;321;154;270;143
