CD_MUN;Município;value;YEAR;AET;NDVI;NPP;SOIL;TMIN;TMMX;PR
3549102;São João da Boa Vista (SP);100000;2008;774;5996;10530;435;138;260;140
3549201;São João das Duas Pontes (SP);80000;2008;622;5303;7301;240;164;292;90
3549250;São João de Iracema (SP);74642;2008;618;5493;7419;225;164;292;89
3549409;São Joaquim da Barra (SP);100000;2008;714;5084;8047;390;161;277;134
3549508;São José da Bela Vista (SP);90000;2008;719;5200;9150;386;158;263;142
3549607;São José do Barreiro (SP);60173;2008;717;7253;16780;564;107;227;160
3549706;São José do Rio Pardo (SP);90000;2008;758;6017;10790;502;140;261;135
3549805;São José do Rio Preto (SP);80000;2008;680;4817;7156;339;163;291;98
3550001;São Luiz do Paraitinga (SP);19857;2008;710;6965;16009;421;118;226;147
3550100;São Manuel (SP);90000;2008;793;5124;10521;265;140;263;110
3550407;São Pedro (SP);60000;2008;741;5661;11267;259;143;259;115
3550506;São Pedro do Turvo (SP);80000;2008;827;5439;10068;223;147;275;103
3550605;São Roque (SP);59595;2008;696;6609;15309;375;120;224;127
3550803;São Sebastião da Grama (SP);90000;2008;758;6521;11031;484;126;245;149
3550902;São Simão (SP);80009;2008;793;5646;10128;352;149;273;132
3551207;Sarutaiá (SP);80000;2008;845;5695;11814;254;136;260;107
3551306;Sebastianópolis do Sul (SP);100000;2008;648;5385;7629;270;164;293;92
3551405;Serra Azul (SP);70000;2008;797;5321;9632;364;152;277;134
3551504;Serrana (SP);83000;2008;795;5177;8778;368;155;280;136
3551603;Serra Negra (SP);100000;2008;750;6141;11889;347;126;244;131
3551702;Sertãozinho (SP);83000;2008;753;5079;7848;347;160;283;124
3551900;Severínia (SP);85000;2008;720;5806;8189;401;164;290;106
3552007;Silveiras (SP);62600;2008;739;6668;15414;515;121;242;145
3552106;Socorro (SP);70000;2008;751;5917;13125;354;123;241;136
3552205;Sorocaba (SP);79461;2008;705;4959;12362;228;136;243;110
3552304;Sud Mennucci (SP);80333;2008;607;5043;7372;194;164;291;87
3552403;Sumaré (SP);60000;2008;723;4438;9967;234;144;261;114
3552551;Suzanápolis (SP);90000;2008;618;5175;7605;200;165;292;91
3552601;Tabapuã (SP);90000;2008;711;5462;7771;358;163;289;102
3552700;Tabatinga (SP);88000;2008;748;5553;8459;285;154;277;107
3552908;Taciba (SP);60000;2008;819;5378;8127;137;168;290;94
3553005;Taguaí (SP);80000;2008;862;5614;11624;259;145;267;107
3553104;Taiaçu (SP);90000;2008;729;5568;8224;377;160;283;110
3553203;Taiúva (SP);95000;2008;728;5299;8062;379;158;280;112
3553302;Tambaú (SP);80000;2008;766;5702;10022;417;148;270;128
3553401;Tanabi (SP);100000;2008;653;5316;7337;312;164;293;95
3553609;Tapiratiba (SP);84000;2008;744;6160;11066;537;137;257;141
3553658;Taquaral (SP);90000;2008;729;5644;8634;387;159;280;112
3553708;Taquaritinga (SP);95000;2008;735;5304;8272;317;157;279;109
3553807;Taquarituba (SP);70000;2008;853;5100;10311;285;142;264;105
3553906;Tarabai (SP);65000;2008;793;5292;6907;117;170;292;91
3553955;Tarumã (SP);87100;2008;811;5131;8992;146;159;282;95
3554003;Tatuí (SP);89409;2008;715;4881;11969;183;137;250;103
3554201;Tejupá (SP);80000;2008;854;5570;11591;279;140;264;106
3554300;Teodoro Sampaio (SP);64000;2008;797;5949;8043;145;163;291;90
3554409;Terra Roxa (SP);85000;2008;712;5162;7596;415;165;288;112
3554508;Tietê (SP);100000;2008;717;5377;10776;175;145;260;103
3554607;Timburi (SP);80000;2008;866;5886;11455;235;141;266;108
3554706;Torrinha (SP);85000;2008;740;5610;10499;274;135;251;115
3554755;Trabiju (SP);80000;2008;752;5460;9952;291;150;270;111
3555000;Tupã (SP);65000;2008;723;5079;8265;157;155;282;93
3555109;Tupi Paulista (SP);80000;2008;669;5222;6847;179;169;292;86
3555208;Turiúba (SP);123960;2008;627;5229;7933;227;162;290;90
3555307;Turmalina (SP);90000;2008;629;5414;6698;292;163;291;94
3555356;Ubarana (SP);80000;2008;654;4714;7788;253;161;289;90
3555604;Uchoa (SP);75000;2008;694;5314;7492;343;163;289;99
3555703;União Paulista (SP);90000;2008;639;5222;7754;252;162;291;90
3555802;Urânia (SP);90000;2008;619;5341;6965;249;162;290;92
3555901;Uru (SP);50000;2008;727;4513;8556;260;154;280;97
3556008;Urupês (SP);80000;2008;677;5574;7648;289;162;288;94
3556107;Valentim Gentil (SP);110000;2008;636;5366;7663;265;164;292;91
3556305;Valparaíso (SP);80000;2008;626;5394;7863;196;160;286;87
3556404;Vargem Grande do Sul (SP);85000;2008;768;5742;10042;453;141;262;133
3556800;Viradouro (SP);85000;2008;717;5209;7658;402;164;286;113
3556909;Vista Alegre do Alto (SP);89761;2008;728;5286;7840;357;160;283;108
3556958;Vitória Brasil (SP);90000;2008;625;5149;6865;270;161;289;92
3557105;Votuporanga (SP);90000;2008;647;5238;7570;277;164;293;92
3557154;Zacarias (SP);122663;2008;639;4200;7884;230;161;289;89
3557204;Chavantes (SP);80000;2008;875;5402;9555;217;149;275;108
3557303;Estiva Gerbi (SP);67000;2008;753;5472;9823;388;143;264;127
3500105;Adamantina (SP);80000;2009;882;5174;7940;166;165;290;117
3500204;Adolfo (SP);90000;2009;857;4080;8176;255;160;288;120
3500303;Aguaí (SP);90000;2009;819;5614;10236;399;149;270;146
3500550;Águas de Santa Bárbara (SP);61651;2009;877;5388;11145;246;141;269;132
3500709;Agudos (SP);80000;2009;857;5969;11279;248;143;271;129
3500758;Alambari (SP);88888;2009;745;5634;12416;181;136;246;122
3500907;Altair (SP);75000;2009;808;5609;7880;412;166;294;127
3501004;Altinópolis (SP);70000;2009;801;5740;11384;411;150;264;166
3501103;Alto Alegre (SP);;2009;858;5165;8522;205;153;281;122
3501152;Alumínio (SP);;2009;725;6061;13467;310;125;230;148
3501202;Álvares Florence (SP);80000;2009;809;5103;8028;296;166;295;116
3501608;Americana (SP);78260;2009;784;4394;9447;246;147;264;136
3501707;Américo Brasiliense (SP);100000;2009;809;5098;9090;322;150;267;143
3501806;Américo de Campos (SP);62000;2009;799;5195;7923;308;167;296;115
3501905;Amparo (SP);110000;2009;804;6169;11945;327;133;250;146
3502002;Analândia (SP);85000;2009;800;5999;10682;303;142;253;146
3502101;Andradina (SP);67114;2009;878;5327;8430;218;168;292;117
3502200;Angatuba (SP);84615;2009;808;5884;12949;260;137;255;130
3502309;Anhembi (SP);85000;2009;819;5340;11041;243;147;266;133
3502408;Anhumas (SP);70000;2009;965;5431;8251;120;173;292;131
3502606;Aparecida d'Oeste (SP);120000;2009;821;5422;8203;192;165;292;117
3502804;Araçatuba (SP);90000;2009;851;4832;8053;200;162;289;118
3502903;Araçoiaba da Serra (SP);81176;2009;730;5298;11405;201;136;243;124
3503000;Aramina (SP);90000;2009;780;4920;9257;403;163;282;152
3503109;Arandu (SP);100000;2009;868;4259;10882;256;143;270;127
3503158;Arapeí (SP);40000;2009;794;6767;14763;569;135;252;178
3503208;Araraquara (SP);90000;2009;806;5380;9807;314;148;265;141
3503307;Araras (SP);87735;2009;795;5642;9949;297;145;263;141
3503356;Arco-Íris (SP);72000;2009;885;4941;8558;169;157;284;125
3503406;Arealva (SP);80000;2009;831;5418;9783;224;152;278;120
3503505;Areias (SP);60000;2009;786;6507;14348;569;123;243;181
3503604;Areiópolis (SP);90000;2009;838;5289;9153;261;142;266;137
3503703;Ariranha (SP);80000;2009;803;5293;8558;342;159;282;131
3503802;Artur Nogueira (SP);90000;2009;796;5425;9886;308;143;262;138
3503950;Aspásia (SP);88000;2009;790;5280;7583;249;162;291;115
3504008;Assis (SP);92280;2009;915;5294;9556;160;154;279;133
3504107;Atibaia (SP);50000;2009;747;6182;12525;334;128;236;149
3504206;Auriflama (SP);;2009;823;5417;8510;205;163;291;116
3504305;Avaí (SP);62387;2009;870;5607;10320;238;150;278;126
3504404;Avanhandava (SP);80000;2009;869;5127;8625;251;156;283;125
3504503;Avaré (SP);70000;2009;851;5218;11739;291;136;263;132
3504602;Bady Bassitt (SP);80000;2009;817;5309;8171;301;162;289;121
3504701;Balbinos (SP);70000;2009;854;4968;9144;251;152;279;126
3504800;Bálsamo (SP);90000;2009;822;5467;7989;313;161;290;125
3504909;Bananal (SP);49107;2009;787;7156;15353;573;128;245;179
3505104;Barbosa (SP);80000;2009;865;4751;8461;244;161;289;121
3505203;Bariri (SP);80000;2009;816;5254;8850;252;153;276;127
3505302;Barra Bonita (SP);88000;2009;837;5048;8953;252;146;268;136
3505500;Barretos (SP);90000;2009;808;5260;8559;449;165;292;133
3505609;Barrinha (SP);90000;2009;804;5095;9020;339;157;280;146
3505807;Bastos (SP);70000;2009;933;5375;8828;149;162;288;131
3505906;Batatais (SP);85000;2009;796;5112;10009;390;152;261;167
3506003;Bauru (SP);88100;2009;855;5331;10034;233;151;278;124
3506102;Bebedouro (SP);90000;2009;799;5446;8913;405;161;284;137
3506201;Bento de Abreu (SP);80000;2009;849;5210;8220;189;160;286;117
3506300;Bernardino de Campos (SP);80923;2009;910;5320;10673;238;145;272;141
3506409;Bilac (SP);91000;2009;855;5170;8516;197;156;284;123
3506508;Birigui (SP);133000;2009;854;5060;8346;206;159;286;122
3506706;Boa Esperança do Sul (SP);80000;2009;817;5723;9772;282;152;273;135
3506805;Bocaina (SP);90000;2009;816;5747;9226;267;150;271;133
3507001;Boituva (SP);100000;2009;745;5056;10861;186;140;252;127
3507209;Borá (SP);77279;2009;916;5421;9611;154;157;284;133
3507308;Boracéia (SP);90000;2009;824;4796;8800;241;152;277;124
3507407;Borborema (SP);90000;2009;845;5034;8770;266;157;283;127
3507456;Borebi (SP);80000;2009;846;6488;12594;264;138;266;129
3507506;Botucatu (SP);70000;2009;832;5572;12088;274;137;259;137
3507605;Bragança Paulista (SP);50000;2009;772;5843;12393;331;128;240;153
3507704;Braúna (SP);70000;2009;858;5165;8508;205;154;281;124
3507753;Brejo Alegre (SP);120000;2009;853;4408;8239;217;161;289;120
3507803;Brodowski (SP);65000;2009;827;5340;9524;381;153;271;165
3507902;Brotas (SP);86000;2009;804;5870;10893;295;141;255;143
3508108;Buritama (SP);80000;2009;844;4942;8254;218;162;290;120
3508207;Buritizal (SP);84824;2009;760;5463;9770;388;157;267;157
3508306;Cabrália Paulista (SP);70000;2009;879;5669;10817;238;145;274;132
3508405;Cabreúva (SP);80000;2009;748;6717;14594;305;128;236;145
3508504;Caçapava (SP);30000;2009;771;5907;13672;345;147;252;144
3508702;Caconde (SP);80000;2009;775;6037;12615;540;136;256;168
3508801;Cafelândia (SP);100000;2009;871;5178;9279;252;152;280;128
3508900;Caiabu (SP);75000;2009;956;5406;8128;133;174;296;124
3509106;Caiuá (SP);69000;2009;970;5143;7449;151;177;298;119
3509304;Cajobi (SP);90000;2009;803;5636;8918;385;163;288;133
3509403;Cajuru (SP);70000;2009;816;5837;10965;418;148;267;162
3509452;Campina do Monte Alegre (SP);63094;2009;798;5605;12063;259;137;252;128
3509502;Campinas (SP);90373;2009;798;4982;11269;279;143;259;141
3509809;Campos Novos Paulista (SP);90000;2009;901;5151;9656;197;150;277;130
3510005;Cândido Mota (SP);88995;2009;915;4880;8395;143;160;283;131
3510104;Cândido Rodrigues (SP);90000;2009;798;5362;8594;329;157;280;134
3510153;Canitar (SP);70000;2009;919;4921;8589;204;154;280;143
3510302;Capela do Alto (SP);100000;2009;741;5280;11424;183;138;247;123
3510401;Capivari (SP);75001;2009;756;5348;9270;166;144;259;130
3510708;Cardoso (SP);90000;2009;799;4807;7568;321;169;298;114
3510807;Casa Branca (SP);100000;2009;813;5639;10725;431;149;271;144
3510906;Cássia dos Coqueiros (SP);62000;2009;787;5940;11842;462;138;252;166
3511003;Castilho (SP);85000;2009;900;5346;8381;238;173;295;115
3511102;Catanduva (SP);90000;2009;831;5206;8427;331;161;285;130
3511201;Catiguá (SP);85000;2009;827;5112;8352;333;161;286;129
3511300;Cedral (SP);80000;2009;815;5400;8157;332;161;288;125
3511409;Cerqueira César (SP);100000;2009;866;5112;11364;242;140;268;127
3511508;Cerquilho (SP);92000;2009;755;5123;10347;184;143;257;126
3511607;Cesário Lange (SP);80000;2009;763;4981;10754;189;141;255;127
3511706;Charqueada (SP);78000;2009;790;5356;8961;252;146;263;140
3511904;Clementina (SP);90000;2009;869;5210;8499;191;156;283;124
3512001;Colina (SP);80000;2009;794;5422;8781;421;162;286;134
3512100;Colômbia (SP);82000;2009;837;5069;8490;471;166;296;138
3512209;Conchal (SP);80000;2009;804;5432;10307;333;145;264;142
3512308;Conchas (SP);70009;2009;796;5767;11792;209;147;265;128
3512407;Cordeirópolis (SP);90000;2009;777;5323;9347;260;142;259;138
3512506;Coroados (SP);100000;2009;852;4990;8640;212;157;284;122
3512704;Corumbataí (SP);72000;2009;794;6010;10593;282;145;260;142
3512803;Cosmópolis (SP);82604;2009;791;5213;9603;282;145;263;137
3512902;Cosmorama (SP);100000;2009;814;5322;7924;298;165;295;119
3513108;Cravinhos (SP);80001;2009;849;5175;9391;346;150;274;160
3513207;Cristais Paulista (SP);100000;2009;770;5737;11164;384;154;252;167
3513306;Cruzália (SP);113000;2009;935;4444;8258;159;167;287;140
3513405;Cruzeiro (SP);40409;2009;807;6525;14959;585;136;260;174
3513702;Descalvado (SP);85000;2009;817;5754;9673;321;149;265;148
3513850;Dirce Reis (SP);80000;2009;810;5358;8203;213;164;292;115
3514007;Dobrada (SP);83877;2009;791;5111;8825;305;152;273;138
3514106;Dois Córregos (SP);80000;2009;818;5130;9175;268;142;261;139
3514205;Dolcinópolis (SP);104000;2009;791;5158;7413;280;163;292;115
3514304;Dourado (SP);72000;2009;816;5904;10445;287;148;266;137
3514403;Dracena (SP);110000;2009;947;5262;7712;166;172;295;119
3514502;Duartina (SP);85000;2009;878;5525;10216;236;145;274;132
3514601;Dumont (SP);90000;2009;820;5069;9016;334;154;277;151
3514700;Echaporã (SP);82000;2009;906;5587;10117;180;151;278;130
3514908;Elias Fausto (SP);90000;2009;762;5261;9628;190;145;258;132
3514924;Elisiário (SP);90000;2009;832;5569;8673;314;161;286;127
3514957;Embaúba (SP);85000;2009;808;5517;8660;372;163;288;133
3515129;Emilianópolis (SP);100000;2009;959;5209;7374;141;175;298;121
3515152;Engenheiro Coelho (SP);90000;2009;794;5571;9724;309;143;261;139
3515186;Espírito Santo do Pinhal (SP);80000;2009;826;6264;10664;401;137;259;162
3515194;Espírito Santo do Turvo (SP);75000;2009;897;4971;9760;243;147;276;138
3515202;Estrela d'Oeste (SP);69446;2009;805;5401;7467;264;162;291;116
3515301;Estrela do Norte (SP);77500;2009;957;5483;7932;126;173;292;131
3515350;Euclides da Cunha Paulista (SP);;2009;946;5055;7034;158;167;291;127
3515509;Fernandópolis (SP);70000;2009;814;5192;7700;274;163;292;117
3515608;Fernando Prestes (SP);100000;2009;796;5476;8731;329;158;281;132
3515806;Flora Rica (SP);50000;2009;945;5160;7570;153;172;296;120
3515905;Floreal (SP);90000;2009;828;5312;8136;232;163;291;120
3516002;Flórida Paulista (SP);90000;2009;895;5258;7937;168;166;290;117
3516101;Florínea (SP);95480;2009;927;4549;8562;153;166;286;136
3516200;Franca (SP);80000;2009;780;5349;11240;391;154;249;171
3516507;Gabriel Monteiro (SP);83000;2009;868;5191;8529;191;158;284;123
3516804;Gastão Vidigal (SP);125000;2009;832;5266;8456;220;163;292;120
3516853;Gavião Peixoto (SP);81404;2009;811;5693;9864;289;152;273;137
3516903;General Salgado (SP);80000;2009;823;5416;8356;212;163;291;118
3517000;Getulina (SP);90000;2009;860;5096;8925;189;152;279;122
3517109;Glicério (SP);95000;2009;857;4664;8455;220;158;286;122
3517208;Guaiçara (SP);100000;2009;879;5094;8598;260;154;282;127
3517307;Guaimbê (SP);100000;2009;869;5142;8966;202;149;277;127
3517406;Guaíra (SP);87719;2009;817;4750;8378;457;166;292;139
3517505;Guapiaçu (SP);90000;2009;810;5221;8004;371;164;291;128
3517703;Guará (SP);85000;2009;763;4746;9213;389;162;274;157
3517802;Guaraçaí (SP);90000;2009;867;5656;8652;201;165;289;112
3517901;Guaraci (SP);85000;2009;822;4706;7985;438;168;298;130
3518008;Guarani d'Oeste (SP);110000;2009;794;5078;7482;301;164;292;115
3518107;Guarantã (SP);120000;2009;870;5239;9790;226;149;277;128
3518206;Guararapes (SP);90000;2009;851;5300;8427;192;160;286;119
3518503;Guareí (SP);71428;2009;791;5723;12955;224;135;251;130
3518602;Guariba (SP);90000;2009;790;5004;8911;323;154;275;140
3518859;Guatapará (SP);80000;2009;818;5366;10165;319;153;275;147
3518909;Guzolândia (SP);78356;2009;825;5279;8236;199;163;291;116
3519006;Herculândia (SP);90000;2009;887;4874;8404;155;154;281;127
3519055;Holambra (SP);110000;2009;800;5538;9837;312;144;262;139
3519071;Hortolândia (SP);60000;2009;790;3927;9514;243;147;263;138
3519105;Iacanga (SP);80000;2009;837;5280;9309;232;154;280;122
3519204;Iacri (SP);80000;2009;913;5055;8521;169;159;286;129
3519253;Iaras (SP);75000;2009;857;5464;10983;263;140;268;129
3519303;Ibaté (SP);84200;2009;812;5549;9626;334;146;258;145
3519402;Ibirá (SP);100000;2009;822;5673;8254;311;163;289;124
3519501;Ibirarema (SP);91000;2009;906;4733;8580;159;155;281;130
3519600;Ibitinga (SP);85000;2009;828;5170;8979;256;155;280;126
3519808;Icém (SP);90000;2009;808;4854;7751;409;169;299;125
3519907;Iepê (SP);80000;2009;952;4863;8442;164;169;288;146
3520004;Igaraçu do Tietê (SP);88000;2009;836;5381;8932;251;147;271;135
3520103;Igarapava (SP);80000;2009;776;5221;10073;388;161;279;155
3520442;Ilha Solteira (SP);90000;2009;853;4391;7690;239;168;294;120
3520509;Indaiatuba (SP);82000;2009;778;5220;10596;240;144;257;139
3520608;Indiana (SP);90909;2009;967;5514;8407;129;175;295;128
3520707;Indiaporã (SP);48000;2009;794;4699;7486;323;167;296;115
3520806;Inúbia Paulista (SP);83000;2009;906;5734;8471;149;164;290;121
3520905;Ipaussu (SP);80000;2009;915;5455;9911;236;147;273;144
3521002;Iperó (SP);84175;2009;739;5837;12367;194;137;247;128
3521101;Ipeúna (SP);80000;2009;785;5818;10187;265;144;260;141
3521150;Ipiguá (SP);80000;2009;815;5352;7865;351;165;293;126
3521309;Ipuã (SP);90000;2009;780;4310;8428;410;164;283;147
3521408;Iracemápolis (SP);90000;2009;770;5466;9244;225;144;261;135
3521507;Irapuã (SP);80000;2009;835;5611;8444;273;160;287;122
3521606;Irapuru (SP);110000;2009;917;5220;7964;171;167;291;118
3521804;Itaí (SP);80000;2009;857;4890;9875;306;143;265;127
3521903;Itajobi (SP);80000;2009;831;5357;8772;292;159;284;126
3522000;Itaju (SP);97000;2009;820;5044;9103;245;154;279;124
3522307;Itapetininga (SP);78000;2009;765;5663;12066;226;134;244;127
3522406;Itapeva (SP);100000;2009;812;5911;12643;350;133;247;133
3522604;Itapira (SP);90000;2009;816;5895;11861;362;139;259;151
3522703;Itápolis (SP);80000;2009;818;5534;8743;283;157;281;129
3522901;Itapuí (SP);97000;2009;830;5039;8800;251;150;274;129
3523008;Itapura (SP);97400;2009;883;5135;7789;265;171;295;120
3523404;Itatiba (SP);80000;2009;771;5766;11233;303;131;244;146
3523503;Itatinga (SP);60000;2009;831;6042;13735;290;134;257;135
3523602;Itirapina (SP);66103;2009;795;5936;11238;291;138;250;145
3523701;Itirapuã (SP);95000;2009;766;6065;12694;414;148;251;173
3523800;Itobi (SP);80000;2009;816;5812;10763;471;142;263;154
3523909;Itu (SP);70000;2009;757;5763;12423;246;138;247;140
3524006;Itupeva (SP);80000;2009;773;5844;11433;281;138;249;140
3524105;Ituverava (SP);80000;2009;767;4776;9392;396;162;276;154
3524204;Jaborandi (SP);90000;2009;784;5185;8699;433;165;289;135
3524303;Jaboticabal (SP);100000;2009;792;4971;8678;354;156;278;140
3524709;Jaguariúna (SP);100000;2009;804;5350;9997;313;144;262;139
3524808;Jales (SP);107300;2009;796;5383;7759;245;162;290;114
3525102;Jardinópolis (SP);120000;2009;818;5327;9367;367;158;279;159
3525201;Jarinu (SP);75000;2009;757;6161;11914;319;130;240;147
3525300;Jaú (SP);82988;2009;823;5197;8964;261;146;268;134
3525409;Jeriquara (SP);75000;2009;760;5341;9734;380;155;255;162
3525607;João Ramalho (SP);80000;2009;941;5204;8987;149;162;287;137
3525706;José Bonifácio (SP);90000;2009;833;5091;8366;256;162;290;119
3525854;Jumirim (SP);75000;2009;765;5518;11062;182;146;261;126
3526001;Junqueirópolis (SP);85200;2009;913;5165;8072;170;169;293;116
3526407;Laranjal Paulista (SP);90000;2009;777;5451;11065;188;147;263;126
3526506;Lavínia (SP);80000;2009;851;5387;8236;200;162;288;114
3526704;Leme (SP);106000;2009;811;5446;9602;315;150;268;143
3526803;Lençóis Paulista (SP);75000;2009;839;5666;10645;265;139;266;132
3526902;Limeira (SP);70000;2009;779;5268;9373;250;145;263;135
3527009;Lindóia (SP);80000;2009;813;6003;12640;354;135;255;153
3527108;Lins (SP);100000;2009;878;5228;8743;262;153;280;128
3527256;Lourdes (SP);102000;2009;839;5359;8528;216;162;291;120
3527405;Lucélia (SP);86986;2009;886;5299;8159;160;165;290;119
3527504;Lucianópolis (SP);80000;2009;892;5403;9895;235;146;275;137
3527603;Luís Antônio (SP);94803;2009;838;5678;10853;330;151;273;152
3527702;Luiziânia (SP);75000;2009;865;5185;8337;181;155;283;122
3527900;Lutécia (SP);70000;2009;912;5348;9530;162;155;282;132
3528007;Macatuba (SP);90000;2009;834;5190;9069;249;147;272;131
3528106;Macaubal (SP);90000;2009;827;5287;8387;242;163;291;120
3528205;Macedônia (SP);59523;2009;794;5110;7652;300;166;294;113
3528304;Magda (SP);81744;2009;826;5546;8072;229;163;291;119
3528601;Manduri (SP);80771;2009;882;5259;11331;235;142;269;132
3528700;Marabá Paulista (SP);80000;2009;958;5233;7237;120;174;295;121
3528809;Maracaí (SP);87959;2009;935;4732;8376;156;165;286;139
3528858;Marapoama (SP);80000;2009;833;5388;8672;299;160;286;125
3528908;Mariápolis (SP);80000;2009;930;5141;7825;147;171;295;120
3529005;Marília (SP);70000;2009;887;5448;9933;180;149;276;130
3529203;Martinópolis (SP);90000;2009;956;5347;8343;134;170;292;131
3529302;Matão (SP);;2009;799;5521;9007;300;152;273;137
3529500;Mendonça (SP);90000;2009;836;5279;8271;263;161;289;119
3529609;Meridiano (SP);80000;2009;821;5405;7974;260;164;293;118
3529658;Mesópolis (SP);139500;2009;794;4941;7367;302;166;295;118
3529708;Miguelópolis (SP);90000;2009;808;4116;8620;434;165;288;146
3529807;Mineiros do Tietê (SP);80000;2009;825;4989;8938;260;142;263;139
3530003;Mira Estrela (SP);53333;2009;793;4488;7491;328;169;298;113
3530102;Mirandópolis (SP);78000;2009;858;5615;8566;202;163;288;112
3530201;Mirante do Paranapanema (SP);99667;2009;947;5155;7201;122;172;293;124
3530300;Mirassol (SP);80000;2009;820;5251;8221;306;161;289;122
3530409;Mirassolândia (SP);80000;2009;813;5257;7732;339;165;294;125
3530508;Mococa (SP);85000;2009;802;5856;11026;485;148;269;155
3530706;Mogi Guaçu (SP);100000;2009;814;5959;11126;373;145;266;146
3530805;Mogi Mirim (SP);90000;2009;805;5373;9995;349;142;262;143
3530904;Mombuca (SP);80000;2009;758;5225;9130;166;145;261;128
3531001;Monções (SP);95000;2009;831;5231;8256;231;163;291;120
3531209;Monte Alegre do Sul (SP);100000;2009;794;6501;12475;337;126;243;153
3531308;Monte Alto (SP);90000;2009;794;5456;8411;352;155;277;136
3531407;Monte Aprazível (SP);90000;2009;822;5281;8111;278;163;292;121
3531506;Monte Azul Paulista (SP);90000;2009;808;5704;8995;394;162;286;136
3531605;Monte Castelo (SP);82632;2009;883;5569;8568;186;173;295;108
3531803;Monte Mor (SP);70000;2009;774;5190;9850;205;146;261;134
3531902;Morro Agudo (SP);82000;2009;776;4828;8566;399;164;285;145
3532058;Motuca (SP);90000;2009;795;5169;9348;310;152;273;141
3532108;Murutinga do Sul (SP);100000;2009;873;5612;8851;210;166;290;114
3532157;Nantes (SP);85000;2009;955;4718;8152;156;170;289;142
3532207;Narandiba (SP);90000;2009;958;5545;8506;140;172;291;133
3532405;Nazaré Paulista (SP);45000;2009;723;7150;15718;367;124;230;155
3532504;Neves Paulista (SP);90000;2009;819;5301;8363;282;162;290;120
3532603;Nhandeara (SP);90000;2009;832;5266;8157;246;163;292;121
3532702;Nipoã (SP);90000;2009;818;5224;8107;266;163;291;119
3532801;Nova Aliança (SP);90000;2009;822;5353;8376;274;162;290;119
3532843;Nova Canaã Paulista (SP);150000;2009;813;5368;8139;209;164;292;117
3532868;Nova Castilho (SP);100000;2009;830;5097;8418;212;163;291;119
3532900;Nova Europa (SP);85000;2009;817;5488;9172;284;153;275;135
3533007;Nova Granada (SP);100000;2009;803;5293;7552;377;166;296;124
3533106;Nova Guataporanga (SP);100000;2009;904;5193;7951;189;172;294;111
3533205;Nova Independência (SP);110000;2009;881;5614;8496;197;171;294;110
3533254;Novais (SP);85000;2009;815;5378;8610;360;162;287;132
3533304;Nova Luzitânia (SP);80000;2009;836;5430;8423;214;164;292;119
3533403;Nova Odessa (SP);85000;2009;780;4814;9638;237;146;264;136
3533502;Novo Horizonte (SP);90000;2009;854;5062;8865;276;158;284;126
3533601;Nuporanga (SP);80000;2009;781;4865;9460;383;157;267;162
3533700;Ocauçu (SP);100000;2009;896;5692;10569;206;147;275;132
3533809;Óleo (SP);80000;2009;896;5337;10950;237;143;271;136
3533908;Olímpia (SP);90000;2009;804;5478;8325;402;165;292;131
3534005;Onda Verde (SP);85000;2009;808;5259;7773;379;165;293;127
3534104;Oriente (SP);80000;2009;888;5630;10200;159;150;278;127
3534203;Orindiúva (SP);85000;2009;803;5301;7661;387;169;300;123
3534302;Orlândia (SP);90000;2009;787;5116;8736;379;158;272;160
3534500;Oscar Bressane (SP);110000;2009;909;5413;9621;161;155;282;129
3534609;Osvaldo Cruz (SP);100000;2009;911;5561;8789;156;164;289;124
3534708;Ourinhos (SP);100000;2009;921;5047;8977;189;155;281;141
3534757;Ouroeste (SP);44117;2009;793;5204;7678;320;166;294;117
3534807;Ouro Verde (SP);84200;2009;941;5136;7854;177;175;298;115
3534906;Pacaembu (SP);100000;2009;906;5295;7898;171;166;290;117
3535002;Palestina (SP);80000;2009;797;5206;7763;351;168;298;119
3535101;Palmares Paulista (SP);85000;2009;814;5470;8248;351;160;285;132
3535200;Palmeira d'Oeste (SP);60000;2009;811;5439;8259;206;164;292;115
3535309;Palmital (SP);98139;2009;909;4784;8796;145;157;282;129
3535507;Paraguaçu Paulista (SP);80000;2009;929;5186;8857;157;160;284;137
3535705;Paraíso (SP);85000;2009;807;5531;8571;371;162;286;134
3535804;Paranapanema (SP);100000;2009;832;4991;10677;312;140;261;128
3535903;Paranapuã (SP);70000;2009;792;5250;7308;285;164;293;116
3536000;Parapuã (SP);70000;2009;936;5307;8611;152;163;289;128
3536208;Pariquera-Açu (SP);11000;2009;821;7293;16036;555;175;267;174
3536257;Parisi (SP);80000;2009;809;5200;7814;288;166;295;115
3536307;Patrocínio Paulista (SP);100000;2009;769;5752;11622;407;153;257;169
3536406;Paulicéia (SP);100000;2009;920;5366;8132;213;177;299;110
3536505;Paulínia (SP);;2009;794;4739;9893;278;146;264;138
3536570;Paulistânia (SP);58604;2009;876;5622;11224;244;144;273;132
3536604;Paulo de Faria (SP);85000;2009;806;5024;7648;379;169;300;123
3536703;Pederneiras (SP);80000;2009;835;5443;9641;238;149;275;125
3536802;Pedra Bela (SP);40000;2009;766;6354;13217;357;116;230;166
3536901;Pedranópolis (SP);65625;2009;805;5201;7770;290;166;295;115
